,10p,10q,11p,11q,12p,12q,13q,14q,15q,16p,16q,17p,17q,18p,18q,19p,19q,1p,1q,20p,20q,21p,21q,22p,22q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q
TCGA-06-2559,0.0,-0.9975124378109452,0.06980802792321117,0.0800376647834275,0.03513513513513514,0.0,-0.1768595041322314,0.043237250554323724,0.025423728813559324,-0.001652892561983471,-0.0020408163265306124,-0.011286681715575621,0.0110803324099723,0.9823008849557522,-1.0,0.015427769985974754,-0.0028929604628736743,-0.05299860529986053,0.048221343873517786,0.003875968992248062,-0.005964214711729622,0.0,-0.01529051987767584,1.0,-0.03902439024390244,0.011940298507462687,0.0,0.010309278350515464,-0.004895960832313341,0.022508038585209004,0.13846153846153847,-0.1322314049586777,0.001984126984126984,0.010037641154328732,0.04643449419568822,1.0,1.0,0.1002710027100271,-0.006589785831960461,0.0,0.0
TCGA-06-2561,-0.9926470588235294,-1.0,0.0017452006980802793,-0.047080979284369114,1.0,1.0,-0.01818181818181818,-0.9800443458980045,0.029661016949152543,0.003305785123966942,0.0,-0.981941309255079,-0.008310249307479225,-0.12389380530973451,-0.003367003367003367,-0.1150070126227209,-1.0,-0.08089260808926081,0.025296442687747035,0.003875968992248062,0.0,0.0,-0.0030581039755351682,0.0,-0.014634146341463415,0.0014925373134328358,-0.007469654528478058,-0.03240058910162003,0.01346389228886169,-0.003215434083601286,0.008391608391608392,-0.02066115702479339,0.013888888888888888,-0.9912170639899623,-1.0,0.9909297052154195,0.997624703087886,0.016260162601626018,0.0,-1.0,-1.0
TCGA-06-2562,-1.0,-0.9751243781094527,-0.02443280977312391,0.013182674199623353,0.008108108108108109,0.005149330587023687,0.019834710743801654,0.03436807095343681,0.2849576271186441,0.023140495867768594,0.00816326530612245,0.004514672686230248,-0.010156971375807941,0.008849557522123894,0.030303030303030304,-0.001402524544179523,0.021215043394406944,-0.22384937238493724,0.06640316205533597,0.9922480620155039,0.9940357852882704,1.0,0.027522935779816515,-1.0,-1.0,0.005970149253731343,-0.015873015873015872,0.0029455081001472753,0.05385556915544676,0.012861736334405145,0.043356643356643354,0.024793388429752067,0.022817460317460316,-0.005018820577164366,-0.009950248756218905,1.0,1.0,0.032520325203252036,-0.0032948929159802307,-0.8217821782178217,0.47698209718670076
TCGA-06-2563,-1.0,-0.8171641791044776,0.005235602094240838,-0.009416195856873822,-0.04054054054054054,-0.0010298661174047373,-0.18016528925619835,0.5620842572062085,-0.00211864406779661,0.0,-0.012244897959183673,-0.002257336343115124,-0.06278855032317636,-0.017699115044247787,-0.003367003367003367,1.0,0.7926711668273867,-0.021617852161785217,-0.0007905138339920949,0.9922480620155039,1.0,0.0,-0.05198776758409786,0.0,-0.03739837398373984,-0.0029850746268656717,0.0,-0.0029455081001472753,-0.1481028151774786,-0.003215434083601286,0.004195804195804196,-0.16942148760330578,-0.017857142857142856,0.00878293601003764,0.003316749585406302,0.9909297052154195,1.0,0.0,-0.12355848434925865,-0.22112211221122113,-0.11764705882352941
TCGA-06-2564,-1.0,-0.9427860696517413,0.0034904013961605585,0.0160075329566855,-0.002702702702702703,0.0010298661174047373,0.0049586776859504135,0.02771618625277162,-0.006355932203389831,0.0,0.0,0.0,0.0,0.08849557522123894,0.006734006734006734,0.011220196353436185,0.007714561234329798,0.0020920502092050207,0.013438735177865613,-0.3449612403100775,0.0,0.0,-0.0030581039755351682,1.0,-0.04878048780487805,0.0014925373134328358,-0.003734827264239029,-0.0029455081001472753,-0.0073439412484700125,0.028938906752411574,0.0013986013986013986,0.10330578512396695,0.00496031746031746,0.0075282308657465494,0.009950248756218905,1.0,1.0,-0.018970189701897018,0.0,-0.10561056105610561,0.024296675191815855
TCGA-06-2565,-1.0,-0.9937810945273632,-0.17102966841186737,-0.3361581920903955,0.02702702702702703,0.0020597322348094747,0.0049586776859504135,0.03436807095343681,0.04343220338983051,-0.34049586776859503,0.012244897959183673,-0.03611738148984198,-0.41735918744228995,0.0,0.0,1.0,0.9845708775313404,-0.20362622036262204,0.05059288537549407,1.0,1.0,1.0,1.0,0.0,-0.2959349593495935,0.06417910447761194,-0.07282913165266107,-0.0014727540500736377,-0.14075887392900857,0.01929260450160772,-0.005594405594405594,-0.36363636363636365,0.006944444444444444,-0.06775407779171895,0.004975124378109453,0.015873015873015872,-0.030878859857482184,0.008130081300813009,-0.12191103789126853,-1.0,-0.38235294117647056
TCGA-06-2567,-1.0,-0.9900497512437811,-0.0017452006980802793,0.023540489642184557,0.002702702702702703,-0.007209062821833162,-0.7586776859504132,-0.011086474501108648,-0.0211864406779661,0.9933884297520661,-1.0,0.0,0.0110803324099723,-0.02654867256637168,0.030303030303030304,0.0,0.0,-0.0048814504881450485,-0.005533596837944664,0.003875968992248062,0.009940357852882704,0.0,0.11009174311926606,-1.0,-1.0,-0.004477611940298508,-0.0018674136321195146,-0.0029455081001472753,-0.0073439412484700125,0.02572347266881029,-0.012587412587412588,0.0,0.005952380952380952,0.018820577164366373,-0.004975124378109453,1.0,1.0,-0.005420054200542005,-0.0016474464579901153,-0.47854785478547857,-0.011508951406649617
TCGA-06-2569,0.9926470588235294,0.15671641791044777,-0.7347294938917975,-0.1807909604519774,0.002702702702702703,0.3408856848609681,-0.05785123966942149,0.9944567627494457,0.07521186440677965,-0.7454545454545455,-0.8795918367346939,-0.4018058690744921,-0.1505078485687904,0.0,-0.32323232323232326,-0.9467040673211781,-0.6779170684667309,0.22594142259414227,0.9905138339920949,0.9922480620155039,1.0,0.813953488372093,0.0,1.0,0.983739837398374,1.0,0.7516339869281046,-0.5994108983799705,-0.5201958384332925,0.04823151125401929,-1.0,-0.38016528925619836,-0.9821428571428571,0.08406524466750313,0.9850746268656716,-0.23809523809523808,-0.12707838479809977,0.994579945799458,1.0,-0.834983498349835,0.9923273657289002
TCGA-06-2570,0.0,-0.026119402985074626,-0.9860383944153578,-0.07250470809792843,-0.6675675675675675,0.03810504634397528,-0.7041322314049587,0.012195121951219513,0.1906779661016949,-0.009917355371900827,0.11836734693877551,0.03611738148984198,0.003693444136657433,0.0,0.010101010101010102,0.26367461430575034,-0.07328833172613308,-0.020223152022315203,0.0007905138339920949,0.0,-0.015904572564612324,0.0,0.0,0.0,0.15934959349593497,0.0,0.004668534080298786,0.4948453608247423,-0.006119951040391677,0.003215434083601286,-0.004195804195804196,0.0,-0.001984126984126984,0.00878293601003764,0.0,0.0022675736961451248,-0.0011876484560570072,-0.6449864498644986,-0.044481054365733116,-0.0858085808580858,0.0
TCGA-06-5408,-1.0,-1.0,-0.3507853403141361,-0.030131826741996232,-0.005405405405405406,-0.0010298661174047373,-0.8363636363636363,-0.6430155210643016,-0.02754237288135593,-0.5256198347107438,-0.1326530612244898,-1.0,-0.7830101569713758,-0.46017699115044247,0.9595959595959596,0.0,0.0019286403085824494,-0.08158995815899582,-0.0015810276679841897,0.003875968992248062,-0.08548707753479125,-1.0,-0.03058103975535168,-1.0,-1.0,-0.0029850746268656717,0.009337068160597572,-0.0014727540500736377,-0.056303549571603426,-0.21864951768488747,0.07132867132867132,0.0,-0.001984126984126984,0.006273525721455458,-0.9950248756218906,0.9206349206349206,0.9168646080760094,-0.989159891598916,-1.0,0.0891089108910891,0.9629156010230179
TCGA-06-5410,-1.0,-0.9825870646766169,-0.03315881326352531,-0.003766478342749529,-0.01891891891891892,0.0,0.0049586776859504135,0.019955654101995565,-0.028601694915254237,-0.05289256198347107,-0.9959183673469387,-0.020316027088036117,-0.01662049861495845,0.0,0.0,0.001402524544179523,-0.044358727097396335,-0.024407252440725245,0.0007905138339920949,0.003875968992248062,-0.073558648111332,1.0,-0.009174311926605505,-1.0,-0.6,0.0,0.0009337068160597573,0.007363770250368188,0.30354957160342716,-0.01929260450160772,0.0,-0.1652892561983471,-0.006944444444444444,-0.9924717691342535,-1.0,0.9863945578231292,0.997624703087886,-0.013550135501355014,-0.20098846787479407,-0.46204620462046203,-0.29923273657289
TCGA-06-5411,-1.0,-1.0,-0.006980802792321117,-0.013182674199623353,-0.005405405405405406,-0.005149330587023687,0.006611570247933884,-1.0,0.02754237288135593,0.0,-0.01020408163265306,0.0,0.00554016620498615,-0.02654867256637168,0.020202020202020204,-1.0,-0.9884281581485053,-0.9665271966527197,-0.9304347826086956,-0.007751937984496124,0.0,0.0,0.0,-1.0,-1.0,0.005970149253731343,0.01680672268907563,0.0,0.004895960832313341,-0.04823151125401929,0.002797202797202797,-0.004132231404958678,-0.000992063492063492,-0.0012547051442910915,0.001658374792703151,1.0,1.0,-1.0,-0.9967051070840197,-0.0627062706270627,-0.02557544757033248
TCGA-06-5412,-1.0,-0.9975124378109452,-0.008726003490401396,0.0018832391713747645,-0.013513513513513514,-0.0010298661174047373,-1.0,-0.017738359201773836,-0.029661016949152543,-0.10413223140495868,-0.012244897959183673,0.0,-0.4376731301939058,-0.08849557522123894,0.020202020202020204,0.0,-0.0742526518804243,-0.03695955369595537,-0.007905138339920948,0.015503875968992248,-0.017892644135188866,-1.0,-0.009174311926605505,0.0,-0.07642276422764227,-0.0029850746268656717,-0.04108309990662932,-0.014727540500736377,-0.0012239902080783353,-0.00964630225080386,0.0,-0.01652892561983471,0.003968253968253968,-0.08030112923462986,-0.03150912106135987,0.9909297052154195,0.9786223277909739,-0.13550135501355012,-0.018121911037891267,-1.0,-1.0
TCGA-06-5413,-1.0,-1.0,0.006980802792321117,0.022598870056497175,0.005405405405405406,0.0,0.0,-0.025498891352549888,-0.4735169491525424,-0.003305785123966942,0.012244897959183673,-0.009029345372460496,0.012927054478301015,-0.02654867256637168,-0.18855218855218855,0.016830294530154277,0.011571841851494697,0.005578800557880056,0.04110671936758893,0.003875968992248062,0.0,-0.9534883720930233,0.021406727828746176,-1.0,-1.0,0.0,-0.0018674136321195146,0.007363770250368188,-0.0012239902080783353,0.0,0.004195804195804196,0.0,0.017857142857142856,-0.24592220828105396,-1.0,0.9841269841269841,0.997624703087886,-0.9159891598915989,-1.0,-0.1617161716171617,0.0
TCGA-06-5414,-0.9852941176470589,-0.9925373134328358,-0.0034904013961605585,0.08380414312617702,0.02702702702702703,0.0010298661174047373,-0.9900826446280991,0.0,0.04343220338983051,0.14049586776859505,0.11428571428571428,0.0,0.040627885503231764,0.0,0.0,1.0,0.9942140790742526,0.021617852161785217,0.03399209486166008,1.0,1.0,0.0,0.0,0.0,0.06829268292682927,0.020895522388059702,0.007469654528478058,0.008836524300441826,0.022031823745410038,0.00964630225080386,0.004195804195804196,0.0,0.000992063492063492,0.02258469259723965,-0.01990049751243781,1.0,1.0,0.018970189701897018,0.05271828665568369,-0.26732673267326734,0.034526854219948847
TCGA-06-5415,-1.0,-1.0,-0.24083769633507854,-0.2787193973634652,0.3081081081081081,1.0,0.0049586776859504135,-0.02328159645232816,0.023305084745762712,-0.04628099173553719,-0.2897959183673469,-0.022573363431151242,0.014773776546629732,0.04424778761061947,0.0,0.9831697054698457,0.10318225650916105,-0.04184100418410042,0.06719367588932806,1.0,1.0,0.4186046511627907,0.908256880733945,1.0,-0.3723577235772358,0.014925373134328358,0.0,0.0029455081001472753,-0.33414932680538556,0.00964630225080386,0.0013986013986013986,0.008264462809917356,0.030753968253968252,0.0012547051442910915,-0.9087893864013267,0.9886621315192744,0.997624703087886,0.06775067750677506,-0.0016474464579901153,-0.5082508250825083,0.016624040920716114
TCGA-06-5416,-0.025735294117647058,-0.041044776119402986,-0.02268760907504363,-0.05649717514124294,-0.021621621621621623,-0.012358393408856848,-0.9900826446280991,-1.0,-1.0,-0.09421487603305785,-0.12244897959183673,-0.040632054176072234,-0.02585410895660203,-0.02654867256637168,0.026936026936026935,1.0,-0.07714561234329798,-0.10669456066945607,-0.025296442687747035,0.003875968992248062,-0.07952286282306163,-1.0,-0.0061162079510703364,-1.0,-0.26666666666666666,-1.0,-1.0,-0.9381443298969072,0.40514075887392903,-0.7459807073954984,-0.916083916083916,-0.14049586776859505,0.7003968253968254,-1.0,-0.966832504145937,-0.05895691609977324,-0.032066508313539195,-0.02168021680216802,-0.19769357495881384,0.7491749174917491,-0.1956521739130435
TCGA-06-5418,-1.0,-1.0,-0.03315881326352531,-0.06120527306967985,-0.02972972972972973,-0.02059732234809475,-0.11570247933884298,-0.007760532150776054,-0.03283898305084746,-0.3239669421487603,-1.0,-0.09706546275395034,-0.04155124653739612,-0.017699115044247787,0.030303030303030304,0.014025245441795231,-0.1128254580520733,-0.17573221757322174,0.021343873517786563,-0.003875968992248062,-0.09542743538767395,-1.0,-0.0030581039755351682,-1.0,-0.9951219512195122,0.0,-0.02054154995331466,0.017673048600883652,0.0024479804161566705,-0.03215434083601286,0.004195804195804196,-0.1652892561983471,-0.00992063492063492,-0.12045169385194479,-0.004975124378109453,1.0,0.997624703087886,-0.10569105691056911,-0.08401976935749589,-1.0,-0.02557544757033248
TCGA-06-5856,-1.0,-1.0,-0.9982547993019197,-0.9943502824858758,0.972972972972973,-0.5149330587023687,-0.9537190082644628,-0.9866962305986696,-0.9936440677966102,0.41487603305785126,0.004081632653061225,-0.040632054176072234,0.0110803324099723,-0.13274336283185842,0.006734006734006734,-0.6591865357643759,-0.9537126325940212,0.9156206415620641,0.9857707509881423,0.9689922480620154,0.9960238568588469,-1.0,-0.10091743119266056,-1.0,-0.9869918699186991,-0.9567164179104478,-1.0,0.0898379970544919,0.6340269277845777,0.1639871382636656,0.25034965034965034,0.8512396694214877,0.9821428571428571,-0.9761606022584692,-1.0,1.0,0.995249406175772,0.4986449864498645,-0.044481054365733116,-0.33663366336633666,0.0076726342710997444
TCGA-06-5858,-0.058823529411764705,-0.07835820895522388,-0.02268760907504363,-0.06120527306967985,-0.05405405405405406,-0.055612770339855816,0.001652892561983471,0.0022172949002217295,-0.0614406779661017,-0.2793388429752066,-0.1510204081632653,-0.03611738148984198,-0.04524469067405355,0.8407079646017699,1.0,-0.004207573632538569,-0.06750241080038573,-0.08437935843793584,-0.014229249011857707,0.003875968992248062,-0.0874751491053678,-1.0,-0.03669724770642202,0.0,-0.2048780487804878,-0.023880597014925373,-0.008403361344537815,0.0014727540500736377,0.0036719706242350062,0.0,-0.008391608391608392,-0.17355371900826447,-0.023809523809523808,-0.015056461731493099,-0.026533996683250415,1.0,0.998812351543943,-0.15447154471544716,-0.05930807248764415,-0.026402640264026403,-0.03836317135549872
TCGA-06-5859,-1.0,-1.0,0.7033158813263525,-0.0009416195856873823,0.21621621621621623,-0.0010298661174047373,-0.9256198347107438,-0.8835920177383592,-0.13453389830508475,0.2231404958677686,-0.9897959183673469,0.0,-0.007386888273314866,-0.9911504424778761,0.04040404040404041,0.0,-0.4821600771456123,-0.3389121338912134,-0.03320158102766799,-0.003875968992248062,-0.13518886679920478,0.0,-0.0672782874617737,1.0,-0.3008130081300813,0.014925373134328358,-0.0009337068160597573,-0.9852724594992637,-0.8323133414932681,0.01607717041800643,-0.46573426573426574,-0.17355371900826447,0.623015873015873,-0.011292346298619825,-0.4842454394693201,1.0,0.997624703087886,0.0,-0.19604612850082373,-1.0,0.30818414322250637
