,1p_GDC_hg19,1q_GDC_hg19,19p_GDC_hg19,19q_GDC_hg19,1p_GDC_hg38,1q_GDC_hg38,19p_GDC_hg38,19q_GDC_hg38,1p_UCSC_hg19,1q_UCSC_hg19,19p_UCSC_hg19,19q_UCSC_hg19
TCGA-06-2567,-0.003965107057890563,-0.011216566005176877,0.0,0.0,-0.007670850767085077,-0.014229249011857707,0.0,0.0,-0.004622496147919877,0.0,0.0,0.0
TCGA-06-2569,0.0,-0.004314063848144953,-0.9472140762463344,-0.7614410905550146,0.0,-0.0047430830039525695,-0.9579242636746143,-0.7569913211186113,0.0,0.0,-1.0,-0.9216738197424893
TCGA-06-2570,-0.01586042823156225,-0.006902502157031924,0.0,-0.07010710808179163,-0.024407252440725245,-0.0047430830039525695,0.0,-0.07328833172613308,0.0,0.0,0.0,-0.07510729613733906
TCGA-06-5408,-0.07454401268834258,-0.005176876617773943,0.0,0.0,-0.08368200836820083,-0.003952569169960474,0.0,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-06-5410,-0.007137192704203013,-0.0025884383088869713,0.0,0.0,-0.027196652719665274,-0.0023715415019762848,0.0,-0.052073288331726135,0.0,0.0,0.0,-0.001072961373390558
TCGA-06-5411,-0.9888977002379065,-0.9534081104400345,-1.0,-0.991236611489776,-0.9832635983263598,-0.9652173913043478,-1.0,-0.9903567984570878,-1.0,-0.9638958858102435,-1.0,-0.9989270386266095
TCGA-06-5412,-0.014274385408406027,-0.010353753235547885,0.0,-0.0038948393378773127,-0.03695955369595537,-0.011857707509881422,0.0,-0.0742526518804243,0.0,0.0,0.0,0.0
TCGA-06-5413,-0.003965107057890563,-0.0025884383088869713,0.0,-0.0019474196689386564,-0.002789400278940028,-0.0031620553359683794,0.0,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-06-5414,-0.057097541633624106,-0.0008628127696289905,0.0,-0.0019474196689386564,-0.05439330543933055,-0.0007905138339920949,0.0,-0.0028929604628736743,-0.05778120184899846,0.0,0.0,0.0
TCGA-06-5415,-0.10150674068199841,-0.003451251078515962,-0.004398826979472141,-0.1937682570593963,-0.12343096234309624,-0.003952569169960474,-0.008415147265077139,-0.4127290260366442,-0.09938366718027734,0.0,-0.004451038575667656,-0.5332618025751072
TCGA-06-5416,-0.025376685170499604,-0.0181190681622088,0.0,0.0,-0.10669456066945607,-0.025296442687747035,0.0,-0.07714561234329798,0.0,0.0,0.0,-0.001072961373390558
TCGA-06-5418,-0.20539254559873116,-0.010353753235547885,0.0,-0.023369036027263874,-0.19525801952580196,-0.0047430830039525695,0.0,-0.11475409836065574,-0.11710323574730354,0.0,0.0,0.0
TCGA-06-5856,-0.0031720856463124504,-0.0060396893874029335,-0.7272727272727273,-1.0,-0.009762900976290097,-0.0071146245059288534,-0.6872370266479664,-0.9537126325940212,0.0,-0.0033585222502099076,0.0,-0.001072961373390558
TCGA-06-5858,-0.010309278350515464,-0.02070750647109577,-0.004398826979472141,-0.0019474196689386564,-0.08437935843793584,-0.016600790513833993,-0.004207573632538569,-0.06750241080038573,0.0,0.0,0.0,0.0
TCGA-06-5859,-0.3370340999206979,-0.024158757549611734,0.0,-0.5111976630963972,-0.3389121338912134,-0.03320158102766799,0.0,-0.4821600771456123,-0.32819722650231126,0.0,0.0,-0.45493562231759654
TCGA-06-6388,0.0,0.0,0.0,-0.0029211295034079843,0.0,-0.005533596837944664,0.0,-0.008678881388621022,0.0,0.0,0.0,0.0
TCGA-06-6389,-0.06423473433782712,-0.004314063848144953,-0.9882697947214076,-0.01557935735150925,-0.08577405857740586,-0.0031620553359683794,-0.9803646563814866,-0.08293153326904533,0.0,0.0,-0.9866468842729971,0.0
TCGA-06-6390,-0.003965107057890563,-0.2070750647109577,0.0,0.0,-0.06694560669456066,-0.24980237154150198,0.0,0.0,0.0,-0.20906801007556675,0.0,-0.001072961373390558
TCGA-06-6391,-0.0055511498810467885,-0.003451251078515962,-0.001466275659824047,0.0,-0.009762900976290097,-0.0047430830039525695,-0.001402524544179523,0.0,0.0,0.0,0.0,0.0
TCGA-06-6693,-0.19111816019032513,-0.0008628127696289905,0.0,-0.4118792599805258,-0.19665271966527198,-0.0007905138339920949,0.0,-0.4214079074252652,-0.25192604006163327,0.0,-0.001483679525222552,-0.41416309012875535
TCGA-06-6694,-0.0015860428231562252,-0.0008628127696289905,0.0,-0.0019474196689386564,-0.001394700139470014,-0.0007905138339920949,0.0,-0.015429122468659595,0.0,0.0,0.0,-0.001072961373390558
TCGA-06-6695,-0.00951625693893735,-0.001725625539257981,-0.001466275659824047,0.0,-0.0048814504881450485,-0.0023715415019762848,-0.001402524544179523,0.0,0.0,0.0,0.0,0.0
TCGA-06-6697,-0.007930214115781126,-0.0025884383088869713,0.0,-0.379746835443038,-0.011157601115760111,-0.005533596837944664,0.0,-0.33365477338476374,0.0,0.0,0.0,-0.3315450643776824
TCGA-06-6698,-0.014274385408406027,-0.009490940465918895,-0.2727272727272727,-0.0009737098344693282,-0.020223152022315203,-0.0047430830039525695,-0.26928471248246844,-0.0009643201542912247,-0.0007704160246533128,0.0,-0.3397626112759644,-0.001072961373390558
TCGA-06-6699,-0.0023790642347343376,-0.01639344262295082,-0.002932551319648094,-0.25219084712755596,-0.03486750348675035,-0.039525691699604744,-0.002805049088359046,-0.25265188042430087,0.0,-0.006717044500419815,-0.002967359050445104,-0.05472103004291846
TCGA-06-6700,-0.011895321173671689,-0.008628127696289905,0.0,-0.0029211295034079843,-0.003486750348675035,-0.007905138339920948,0.0,-0.008678881388621022,0.0,0.0,0.0,0.0
TCGA-06-6701,-0.003965107057890563,-0.001725625539257981,0.0,-0.017526777020447908,-0.07601115760111576,-0.0023715415019762848,-0.02664796633941094,-0.01832208293153327,0.0,0.0,0.0,0.0
TCGA-06-A5U0,-0.004758128469468675,0.0,0.0,0.0,-0.0020920502092050207,-0.0031620553359683794,0.0,-0.9980713596914176,0.0,0.0,0.0,-0.9549356223175965
TCGA-06-A5U1,-0.17287866772402855,-0.023295944779982744,0.0,-0.07497565725413827,-0.17433751743375175,-0.015810276679841896,0.0,-0.0703953712632594,-0.17103235747303544,0.0,0.0,-0.0740343347639485
TCGA-06-A6S0,-0.05789056304520222,-0.01639344262295082,0.0,-0.027263875365141188,-0.06276150627615062,-0.1359683794466403,0.0,-0.03471552555448409,-0.0015408320493066256,0.0,0.0,-0.01072961373390558
TCGA-06-A6S1,-0.003965107057890563,-0.012079378774805867,-0.002932551319648094,-1.0,-0.00906555090655509,-0.0031620553359683794,-0.002805049088359046,-1.0,0.0,0.0,-0.002967359050445104,-1.0
TCGA-06-A7TK,-0.014274385408406027,-0.02070750647109577,0.0,0.0,-0.014644351464435146,-0.022134387351778657,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-06-A7TL,-0.022204599524187154,-0.03364969801553063,0.0,0.0,-0.09065550906555091,-0.02292490118577075,-0.06030855539971949,-0.11668273866923819,0.0,0.0,0.0,0.0
TCGA-08-0386,-0.0626486915146709,-0.007765314926660914,-0.03519061583577713,-0.8364167478091529,-0.07740585774058577,-0.007905138339920948,-0.04067321178120617,-0.8187078109932497,-0.05701078582434515,-0.007556675062972292,-0.04302670623145401,-0.8143776824034334
TCGA-12-0615,-0.2331482950039651,-0.015530629853321829,-0.002932551319648094,0.0,-0.3103207810320781,-0.02292490118577075,-0.002805049088359046,0.0,-0.23035439137134053,-0.06968933669185558,0.0,-0.001072961373390558
TCGA-12-0616,-0.0023790642347343376,0.0,0.0,-0.0019474196689386564,-0.000697350069735007,0.0,0.0,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-12-0618,-0.019825535289452814,-0.03192407247627265,0.0,-0.01557935735150925,-0.07461645746164575,-0.08379446640316206,0.0,-0.01639344262295082,0.0,0.0,0.0,0.0
TCGA-12-0619,0.0,-0.007765314926660914,-0.9838709677419355,-0.9727361246348588,0.0,-0.008695652173913044,-0.9845722300140253,-0.9710703953712633,0.0,0.0,-0.9866468842729971,-0.9688841201716738
TCGA-12-0688,-0.07454401268834258,-0.009490940465918895,0.0,-0.0029211295034079843,-0.11297071129707113,-0.008695652173913044,-0.012622720897615708,-0.0028929604628736743,-0.12403697996918336,0.0,0.0,0.0
TCGA-12-0692,-0.007930214115781126,-0.010353753235547885,-0.001466275659824047,-0.0029211295034079843,-0.003486750348675035,-0.011857707509881422,-0.001402524544179523,-0.0028929604628736743,0.0,-0.008396305625524769,0.0,-0.001072961373390558
TCGA-12-0821,-0.034892942109436956,-0.012079378774805867,0.0,-0.007789678675754625,-0.02789400278940028,-0.022134387351778657,0.0,-0.01446480231436837,-0.025423728813559324,0.0,0.0,0.0
TCGA-12-3649,-0.6280729579698652,-0.4486626402070751,-0.10997067448680352,0.0,-0.5878661087866108,-0.35731225296442687,-0.1150070126227209,0.0,-0.6240369799691834,0.0,-0.11869436201780416,0.0
TCGA-12-3650,-0.025376685170499604,-0.006902502157031924,0.0,-0.0009737098344693282,-0.09274755927475593,-0.015019762845849802,0.0,-0.0019286403085824494,0.0,-0.0016792611251049538,0.0,0.0
TCGA-12-3652,-0.24345757335448057,-0.06298533218291631,0.0,0.0,-0.4783821478382148,-0.16996047430830039,0.0,0.0,-0.060092449922958396,0.0,0.0,0.0
TCGA-12-3653,-0.01586042823156225,-0.006902502157031924,0.0,-0.0029211295034079843,-0.013249651324965132,-0.013438735177865613,0.0,-0.0028929604628736743,-0.007704160246533128,0.0,0.0,-0.004291845493562232
TCGA-12-5295,-0.006344171292624901,-0.006902502157031924,0.0,0.0,-0.0041841004184100415,-0.003952569169960474,0.0,0.0,-0.0015408320493066256,0.0,0.0,0.0
TCGA-12-5299,-0.003965107057890563,-0.010353753235547885,0.0,0.0,-0.09065550906555091,-0.006324110671936759,0.0,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-12-5301,-0.003965107057890563,-0.009490940465918895,0.0,-0.0009737098344693282,-0.011157601115760111,-0.009486166007905139,0.0,-0.0009643201542912247,0.0,-0.007556675062972292,0.0,0.0
TCGA-14-0736,-0.04440919904837431,-0.007765314926660914,0.0,-0.12366114897760468,-0.043235704323570434,-0.0031620553359683794,0.0,-0.0742526518804243,-0.0362095531587057,0.0,0.0,-0.001072961373390558
TCGA-14-0740,-0.00951625693893735,-0.91458153580673,-0.9545454545454546,-1.0,-0.019525801952580194,-0.9707509881422924,-0.9481065918653576,-1.0,-0.0030816640986132513,-0.9748110831234257,-0.9510385756676558,-0.9989270386266095
TCGA-14-0781,-0.022204599524187154,-0.0060396893874029335,-0.001466275659824047,-0.0029211295034079843,-0.0041841004184100415,-0.0031620553359683794,-0.001402524544179523,-0.017357762777242044,-0.0007704160246533128,0.0,0.0,0.0
TCGA-14-0786,-0.0626486915146709,-0.001725625539257981,0.0,-0.004868549172346641,-0.05369595536959554,-0.0015810276679841897,0.0,-0.011571841851494697,-0.10939907550077041,0.0,0.0,-0.001072961373390558
TCGA-14-0787,-0.14195083267248215,-0.01725625539257981,-0.18621700879765396,0.0,-0.14225941422594143,-0.02450592885375494,-0.18092566619915848,0.0,-0.11710323574730354,-0.04114189756507137,-0.18545994065281898,-0.023605150214592276
TCGA-14-0789,-0.022997620935765267,-0.0025884383088869713,0.0,-0.0019474196689386564,-0.022315202231520222,-0.0047430830039525695,0.0,-0.0019286403085824494,-0.012326656394453005,0.0,0.0,0.0
TCGA-14-0790,-0.20539254559873116,-0.010353753235547885,0.0,0.0,-0.19177126917712692,-0.08932806324110672,0.0,0.0,-0.0007704160246533128,-0.005877413937867338,0.0,0.0
TCGA-14-0813,-0.014274385408406027,-0.005176876617773943,0.0,-0.0009737098344693282,-0.014644351464435146,-0.0047430830039525695,0.0,0.0,-0.0023112480739599386,-0.0008396305625524769,0.0,0.0
TCGA-14-0817,-0.0055511498810467885,-0.17169974115616912,0.0,0.0,-0.005578800557880056,-0.19604743083003953,0.0,0.0,-0.00539291217257319,-0.19227539882451722,0.0,-0.001072961373390558
TCGA-14-0862,-0.36399682791435367,-0.028472821397756688,-0.02932551319648094,-0.9990262901655307,-0.3598326359832636,-0.03715415019762846,0.0,-0.9990356798457087,-0.3605546995377504,-0.0041981528127623844,-0.02967359050445104,-0.9506437768240343
TCGA-14-0871,-0.007930214115781126,-0.0008628127696289905,-0.21994134897360704,0.0,-0.01394700139470014,-0.0007905138339920949,-0.23842917251051893,0.0,0.0,0.0,-0.22255192878338279,0.0
TCGA-14-1034,-0.06740681998413957,-0.5651423641069888,-0.21407624633431085,-0.07010710808179163,-0.02510460251046025,-0.5786561264822134,-0.21458625525946703,-0.07135969141755062,-0.013097072419106317,-0.5759865659109992,-0.20474777448071216,-0.08261802575107297
TCGA-14-1043,-0.010309278350515464,-0.01725625539257981,0.0,0.0,-0.011157601115760111,-0.012648221343873518,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-14-1395,-0.019825535289452814,-0.014667817083692839,0.0,-0.0038948393378773127,-0.02301255230125523,-0.025296442687747035,0.0,-0.0028929604628736743,-0.01926040061633282,-0.06633081444164568,0.0,0.0
TCGA-14-1450,-0.003965107057890563,-0.0060396893874029335,0.0,-0.006815968841285297,-0.024407252440725245,-0.011067193675889328,0.0,-0.007714561234329798,0.0,-0.005037783375314861,0.0,0.0
TCGA-14-1456,-0.010309278350515464,-0.090595340811044,-0.002932551319648094,-0.006815968841285297,-0.0041841004184100415,-0.08300395256916997,-0.004207573632538569,-0.006750241080038573,0.0,-0.08060453400503778,0.0,0.0
TCGA-14-1823,-0.0015860428231562252,-0.010353753235547885,0.0,-0.0009737098344693282,-0.005578800557880056,-0.012648221343873518,0.0,-0.0009643201542912247,-0.0007704160246533128,0.0,0.0,-0.001072961373390558
TCGA-14-1825,-0.040444091990483745,-0.008628127696289905,0.0,-0.0029211295034079843,-0.04602510460251046,-0.015019762845849802,0.0,-0.0028929604628736743,-0.0423728813559322,-0.0008396305625524769,0.0,0.0
TCGA-14-1829,-0.061855670103092786,-0.0181190681622088,0.0,-0.0009737098344693282,-0.06276150627615062,-0.015019762845849802,0.0,-0.0009643201542912247,-0.060092449922958396,0.0,0.0,0.0
TCGA-14-2554,-0.00951625693893735,-0.001725625539257981,0.0,-0.0029211295034079843,-0.0801952580195258,-0.0015810276679841897,0.0,-0.008678881388621022,0.0,0.0,0.0,0.0
TCGA-14-4157,-0.0007930214115781126,-0.005176876617773943,-0.008797653958944282,-0.8227848101265823,-0.000697350069735007,-0.0031620553359683794,-0.012622720897615708,-0.8061716489874639,0.0,0.0,0.0,-0.8068669527896996
TCGA-15-0742,-0.11102299762093576,-0.0008628127696289905,-0.41935483870967744,-0.7429406037000974,-0.14853556485355648,-0.0007905138339920949,-0.45582047685834504,-0.5265188042430087,0.0,0.0,0.0,-0.001072961373390558
TCGA-16-0846,-0.006344171292624901,0.0,0.0,-0.0019474196689386564,-0.005578800557880056,0.0,0.0,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-16-0848,-0.052339413164155434,-0.004314063848144953,0.0,0.0,-0.04741980474198047,-0.0047430830039525695,0.0,0.0,-0.04699537750385208,-0.0008396305625524769,0.0,0.0
TCGA-16-0861,-0.176050753370341,0.0,-0.008797653958944282,-0.7731256085686465,-0.18131101813110181,-0.0015810276679841897,0.0,-0.7540983606557377,-0.2357473035439137,0.0,0.0,-0.7489270386266095
TCGA-16-1045,-0.061855670103092786,-0.013805004314063849,-0.001466275659824047,-0.0038948393378773127,-0.06276150627615062,-0.012648221343873518,-0.001402524544179523,-0.0057859209257473485,-0.06086286594761171,0.0,0.0,-0.001072961373390558
TCGA-16-1048,-0.08088818398096749,-0.0008628127696289905,0.0,0.0,-0.07252440725244072,-0.003952569169960474,0.0,0.0,-0.11016949152542373,0.0,0.0,0.0
TCGA-19-1390,-0.6486915146708961,-1.0,-0.008797653958944282,-0.9990262901655307,-0.6562064156206415,-1.0,-0.012622720897615708,-0.9990356798457087,-0.6463790446841294,-1.0,0.0,-0.9978540772532188
TCGA-19-1787,-0.0007930214115781126,-0.003451251078515962,-0.3563049853372434,-0.06815968841285297,-0.007670850767085077,-0.0031620553359683794,-0.3884992987377279,-0.0703953712632594,0.0,0.0,-0.32047477744807124,0.0
TCGA-19-2619,-0.8112609040444092,-0.2079378774805867,-0.1495601173020528,-0.0019474196689386564,-0.8389121338912134,-0.22213438735177865,-0.6942496493688639,0.0,-0.8559322033898306,-0.2141057934508816,0.0,-0.001072961373390558
TCGA-19-2620,-0.1681205392545599,-0.001725625539257981,0.0,-0.10613437195715676,-0.17154811715481172,-0.0023715415019762848,0.0,-0.05785920925747348,-0.09861325115562404,0.0,0.0,-0.001072961373390558
TCGA-19-2623,-0.00951625693893735,-0.005176876617773943,-0.02346041055718475,0.0,-0.0020920502092050207,-0.0047430830039525695,-0.028050490883590462,0.0,0.0,0.0,-0.020771513353115726,0.0
TCGA-19-2624,0.0,0.0,0.0,-0.008763388510223954,0.0,0.0,0.0,-0.015429122468659595,0.0,0.0,0.0,0.0
TCGA-19-2625,-0.0015860428231562252,-0.003451251078515962,-0.001466275659824047,0.0,-0.0020920502092050207,-0.0031620553359683794,-0.009817671809256662,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-19-2629,-0.8001586042823157,-0.14754098360655737,0.0,-0.8296007789678675,-0.7252440725244073,-0.5019762845849802,0.0,-0.8119575699132112,-1.0,-0.8312342569269522,0.0,-0.8079399141630901
TCGA-19-2631,-0.08485329103885805,-0.007765314926660914,0.0,0.0,-0.08856345885634588,-0.006324110671936759,0.0,-0.0009643201542912247,-0.08705701078582434,0.0,0.0,0.0
TCGA-19-4065,-0.0007930214115781126,-0.0025884383088869713,0.0,-0.0029211295034079843,-0.000697350069735007,-0.0023715415019762848,0.0,-0.0028929604628736743,0.0,0.0,0.0,-0.001072961373390558
TCGA-19-5947,-0.10785091197462332,-0.012079378774805867,0.0,-0.014605647517039922,-0.16806136680613668,-0.020553359683794466,0.0,-0.015429122468659595,-0.17026194144838214,0.0,0.0,-0.001072961373390558
TCGA-19-5950,-0.18398096748612214,-0.0008628127696289905,0.0,-0.02531645569620253,-0.17782426778242677,-0.0007905138339920949,0.0,-0.021215043394406944,-0.1271186440677966,0.0,0.0,0.0
TCGA-19-5951,-0.29262490087232357,-0.012942191544434857,0.0,-0.189873417721519,-0.3668061366806137,-0.015019762845849802,0.0,-0.14657666345226616,-0.3120184899845917,0.0,0.0,0.0
TCGA-19-5952,-0.01823949246629659,-0.023295944779982744,-0.002932551319648094,0.0,-0.011854951185495118,-0.0015810276679841897,-0.002805049088359046,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-19-5953,-0.07137192704203013,-0.005176876617773943,-0.011730205278592375,-0.0311587147030185,-0.07670850767085077,-0.015019762845849802,-0.011220196353436185,-0.029893924783027964,-0.07010785824345146,-0.060453400503778336,-0.001483679525222552,-0.028969957081545063
TCGA-19-5954,-0.019825535289452814,-0.15616911130284727,0.0,-0.0029211295034079843,-0.08298465829846582,-0.15256916996047432,0.0,-0.0028929604628736743,0.0,-0.14693534844668346,0.0,0.0
TCGA-19-5955,0.0,-0.004314063848144953,0.0,-0.0009737098344693282,-0.1799163179916318,-0.005533596837944664,0.0,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-19-5956,-0.0031720856463124504,-0.01984469370146678,0.0,-0.004868549172346641,-0.00697350069735007,-0.014229249011857707,-0.016830294530154277,-0.022179363548698167,0.0,0.0,0.0,-0.002145922746781116
TCGA-19-5958,-0.11419508326724821,-0.001725625539257981,0.0,-0.01557935735150925,-0.10460251046025104,-0.0015810276679841897,0.0,-0.023143683702989394,-0.10015408320493066,0.0,0.0,0.0
TCGA-19-5959,-0.08564631245043616,-0.001725625539257981,0.0,-0.004868549172346641,-0.09832635983263599,-0.0031620553359683794,0.0,-0.0048216007714561235,-0.08859784283513097,0.0,0.0,0.0
TCGA-19-5960,-0.003965107057890563,0.0,0.0,-0.0038948393378773127,-0.06415620641562064,-0.007905138339920948,0.0,-0.026036644165863067,-0.0007704160246533128,0.0,0.0,-0.001072961373390558
TCGA-19-A60I,-0.006344171292624901,-0.013805004314063849,0.0,-0.03700097370983447,-0.011157601115760111,-0.012648221343873518,0.0,-0.04243008678881389,0.0,-0.0033585222502099076,0.0,0.0
TCGA-19-A6J4,-0.0007930214115781126,-0.001725625539257981,0.0,-0.0019474196689386564,-0.000697350069735007,-0.0015810276679841897,0.0,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-19-A6J5,-0.11736716891356067,-0.2657463330457291,-0.07771260997067449,-0.40019474196689386,-0.10529986052998605,-0.2837944664031621,-0.07994389901823282,-0.3751205400192864,0.0,-0.30310663308144414,-0.04451038575667656,-0.3283261802575107
TCGA-26-1439,-0.04837430610626487,-0.001725625539257981,0.0,-0.0029211295034079843,-0.05439330543933055,-0.0023715415019762848,0.0,-0.0028929604628736743,-0.05238828967642527,0.0,0.0,-0.001072961373390558
TCGA-26-1442,-0.006344171292624901,-0.012942191544434857,0.0,-0.2911392405063291,-0.007670850767085077,-0.017391304347826087,-0.182328190743338,-0.25940212150433944,0.0,0.0,0.0,-0.259656652360515
TCGA-26-5132,-0.0055511498810467885,-0.0025884383088869713,-0.002932551319648094,-0.0009737098344693282,-0.011157601115760111,-0.0023715415019762848,-0.002805049088359046,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-26-5133,-0.022997620935765267,-0.3261432269197584,-0.008797653958944282,-0.02531645569620253,-0.019525801952580194,-0.34782608695652173,-0.7251051893408135,-0.027965284474445518,0.0,-0.34005037783375314,-0.6454005934718101,-0.02682403433476395
TCGA-26-5134,-0.003965107057890563,-0.024158757549611734,-0.001466275659824047,0.0,-0.002789400278940028,-0.028458498023715414,0.0,0.0,-0.0015408320493066256,-0.018471872376154493,0.0,0.0
TCGA-26-5135,-0.02775574940523394,-0.0008628127696289905,0.0,-0.0009737098344693282,-0.02580195258019526,-0.0007905138339920949,-0.012622720897615708,-0.0009643201542912247,-0.025423728813559324,0.0,0.0,0.0
TCGA-26-5136,-0.0007930214115781126,-0.0008628127696289905,-0.9897360703812317,-0.997078870496592,-0.001394700139470014,-0.0007905138339920949,-0.9873772791023843,-0.9971070395371263,0.0,0.0,-0.9896142433234422,-0.9989270386266095
TCGA-26-5139,-0.011895321173671689,-0.013805004314063849,0.0,-0.006815968841285297,-0.016736401673640166,-0.014229249011857707,0.0,-0.006750241080038573,-0.0007704160246533128,0.0,0.0,0.0
TCGA-26-6173,-0.17684377478191912,-0.0060396893874029335,0.0,-0.011684518013631937,-0.1792189679218968,-0.005533596837944664,0.0,-0.01253616200578592,-0.18412942989214176,0.0,0.0,0.0
TCGA-26-6174,-0.0023790642347343376,-0.006902502157031924,0.0,0.0,-0.0048814504881450485,-0.011857707509881422,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-26-A7UX,-0.08564631245043616,-0.012942191544434857,-0.002932551319648094,-0.0379746835443038,-0.07740585774058577,-0.010276679841897233,-0.002805049088359046,-0.19864995178399228,-0.0007704160246533128,0.0,0.0,0.0
TCGA-27-1830,-0.0055511498810467885,-0.0025884383088869713,-0.002932551319648094,0.0,-0.0020920502092050207,-0.0023715415019762848,-0.002805049088359046,0.0,0.0,0.0,0.0,0.0
TCGA-27-1831,-0.0190325138778747,0.0,0.0,-0.0038948393378773127,-0.005578800557880056,0.0,0.0,-0.009643201542912247,0.0,0.0,0.0,0.0
TCGA-27-1832,-0.3140364789849326,-0.007765314926660914,0.0,-0.007789678675754625,-0.2698744769874477,-0.007905138339920948,0.0,-0.01253616200578592,-0.0015408320493066256,-0.0008396305625524769,0.0,-0.001072961373390558
TCGA-27-1833,-0.029341792228390166,-0.004314063848144953,0.0,0.0,-0.02789400278940028,-0.08853754940711463,0.0,0.0,-0.09476117103235747,0.0,0.0,-0.001072961373390558
TCGA-27-1834,-0.010309278350515464,-0.003451251078515962,-0.7126099706744868,-0.29503407984420643,-0.010460251046025104,-0.013438735177865613,-0.9453015427769986,-0.5776277724204436,0.0,-0.0008396305625524769,-1.0,-0.9688841201716738
TCGA-27-1835,-0.0190325138778747,-0.027610008628127698,-0.002932551319648094,-0.0038948393378773127,-0.026499302649930265,-0.05612648221343874,-0.002805049088359046,-0.023143683702989394,-0.0015408320493066256,-0.006717044500419815,0.0,0.0
TCGA-27-1836,-0.011102299762093577,-0.003451251078515962,0.0,0.0,-0.06206415620641562,-0.003952569169960474,-0.1458625525946704,0.0,0.0,0.0,0.0,0.0
TCGA-27-1837,-0.04203013481363997,0.0,-0.03812316715542522,0.0,-0.043933054393305436,-0.0023715415019762848,-0.04207573632538569,0.0,-0.0423728813559322,0.0,0.0,0.0
TCGA-27-1838,-0.0317208564631245,-0.007765314926660914,-0.004398826979472141,-0.0038948393378773127,-0.024407252440725245,-0.009486166007905139,0.0,-0.003857280617164899,0.0,0.0,0.0,0.0
TCGA-27-2518,-0.0015860428231562252,-0.0025884383088869713,0.0,-0.0009737098344693282,-0.029288702928870293,-0.0023715415019762848,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-27-2519,-0.0015860428231562252,-0.006902502157031924,-0.46774193548387094,-0.9961051606621227,-0.0041841004184100415,-0.015019762845849802,-0.47545582047685836,-0.9951783992285439,0.0,-0.0025188916876574307,-0.4807121661721068,-0.9967811158798283
TCGA-27-2521,-0.8033306899286281,-0.0181190681622088,-0.001466275659824047,-0.75365141187926,-0.8682008368200836,-0.018972332015810278,-0.001402524544179523,-0.733847637415622,-0.7503852080123267,0.0,0.0,-0.723175965665236
TCGA-27-2523,-0.011895321173671689,-0.04918032786885246,0.0,-0.0038948393378773127,-0.03207810320781032,-0.05138339920948617,0.0,-0.0057859209257473485,-0.00539291217257319,-0.041981528127623846,0.0,0.0
TCGA-27-2524,-0.578112609040444,-0.1984469370146678,0.0,-0.008763388510223954,-0.46722454672245467,-0.22055335968379447,0.0,-0.008678881388621022,-0.1448382126348228,-0.21998320738874896,0.0,-0.001072961373390558
TCGA-27-2526,-0.0007930214115781126,-0.007765314926660914,0.0,-0.0019474196689386564,-0.001394700139470014,-0.005533596837944664,0.0,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-27-2527,-0.006344171292624901,-0.009490940465918895,0.0,-0.0029211295034079843,-0.15550906555090654,-0.007905138339920948,0.0,-0.03085824493731919,-0.0015408320493066256,-0.0008396305625524769,0.0,0.0
TCGA-27-2528,-0.0055511498810467885,-0.009490940465918895,0.0,0.0,-0.009762900976290097,-0.016600790513833993,0.0,0.0,-0.004622496147919877,0.0,0.0,0.0
TCGA-28-1747,-0.020618556701030927,-0.0025884383088869713,0.0,0.0,-0.01813110181311018,-0.0047430830039525695,0.0,0.0,-0.0061633281972265025,-0.0008396305625524769,0.0,0.0
TCGA-28-1753,-0.0031720856463124504,-0.009490940465918895,-0.008797653958944282,-0.0019474196689386564,-0.006276150627615063,-0.0031620553359683794,-0.012622720897615708,-0.0028929604628736743,0.0,0.0,0.0,0.0
TCGA-28-2501,-0.07137192704203013,-0.35806729939603105,0.0,-0.0029211295034079843,-0.07601115760111576,-0.1992094861660079,0.0,-0.008678881388621022,-0.1263482280431433,-0.19563392107472713,0.0,0.0
TCGA-28-2502,-0.4345757335448057,-0.16048317515099222,-0.008797653958944282,-0.0019474196689386564,-0.5320781032078103,-0.17786561264822134,-0.012622720897615708,-0.0009643201542912247,-0.37673343605546994,-0.16456759026028547,0.0,0.0
TCGA-28-2509,-0.01506740681998414,-0.0025884383088869713,-0.002932551319648094,-0.0009737098344693282,-0.01394700139470014,-0.005533596837944664,-0.004207573632538569,0.0,0.0,0.0,0.0,-0.001072961373390558
