,1p_GDC_hg19,1q_GDC_hg19,19p_GDC_hg19,19q_GDC_hg19,1p_GDC_hg38,1q_GDC_hg38,19p_GDC_hg38,19q_GDC_hg38,1p_UCSC_hg19,1q_UCSC_hg19,19p_UCSC_hg19,19q_UCSC_hg19
TCGA-28-2510,-0.14908802537668517,-0.003451251078515962,0.0,-0.6212268743914313,-0.06834030683403068,-0.0031620553359683794,0.0,-0.49469623915139826,-0.11016949152542373,0.0,0.0,0.0
TCGA-28-2513,-0.05471847739888977,-0.0025884383088869713,-0.002932551319648094,-0.0019474196689386564,-0.07531380753138076,-0.007905138339920948,-0.001402524544179523,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-28-2514,-0.08881839809674862,-0.003451251078515962,0.0,-0.005842259006815969,-0.09065550906555091,-0.0015810276679841897,0.0,-0.25843780135004824,-0.10323574730354391,0.0,0.0,-0.259656652360515
TCGA-28-5204,-0.007930214115781126,-0.0060396893874029335,0.0,-0.0029211295034079843,-0.08089260808926081,-0.0047430830039525695,0.0,-0.017357762777242044,-0.0007704160246533128,0.0,0.0,-0.001072961373390558
TCGA-28-5207,-0.0031720856463124504,-0.004314063848144953,-0.9809384164222874,-1.0,-0.08089260808926081,-0.0071146245059288534,-0.9845722300140253,-1.0,0.0,0.0,-0.8590504451038575,-0.001072961373390558
TCGA-28-5208,-0.1007137192704203,-0.01984469370146678,0.0,-0.0019474196689386564,-0.17573221757322174,-0.018972332015810278,0.0,-0.0019286403085824494,-0.08628659476117104,-0.0008396305625524769,0.0,0.0
TCGA-28-5209,0.0,-0.0060396893874029335,0.0,0.0,-0.002789400278940028,-0.07430830039525692,0.0,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-28-5211,-0.13560666137985725,-0.0060396893874029335,0.0,-0.45569620253164556,-0.13249651324965134,-0.005533596837944664,0.0,-0.4146576663452266,-0.12403697996918336,0.0,0.0,-0.3969957081545064
TCGA-28-5213,-0.2640761300555115,-0.004314063848144953,-0.002932551319648094,-0.0029211295034079843,-0.2712691771269177,-0.003952569169960474,-0.002805049088359046,-0.0028929604628736743,-0.2696456086286595,0.0,0.0,-0.002145922746781116
TCGA-28-5214,-0.016653449643140365,-0.04486626402070751,0.0,0.0,-0.01603905160390516,-0.043478260869565216,0.0,0.0,0.0,-0.037783375314861464,0.0,0.0
TCGA-28-5215,-0.0023790642347343376,-0.003451251078515962,-0.036656891495601175,-0.011684518013631937,-0.06345885634588563,-0.0031620553359683794,-0.03927068723702665,-0.01253616200578592,-0.0015408320493066256,-0.0016792611251049538,0.0,0.0
TCGA-28-5216,-0.011895321173671689,-0.010353753235547885,0.0,0.0,-0.015341701534170154,-0.013438735177865613,0.0,-0.0009643201542912247,-0.0015408320493066256,-0.0008396305625524769,0.0,0.0
TCGA-28-5218,-0.003965107057890563,-0.001725625539257981,0.0,-0.0029211295034079843,-0.007670850767085077,-0.005533596837944664,0.0,-0.009643201542912247,0.0,0.0,0.0,0.0
TCGA-28-5219,-0.03330689928628073,-0.0025884383088869713,0.0,-0.0038948393378773127,-0.10808926080892609,-0.003952569169960474,0.0,-0.003857280617164899,-0.032357473035439135,0.0,0.0,0.0
TCGA-28-5220,-0.011895321173671689,-0.011216566005176877,0.0,0.0,-0.001394700139470014,-0.009486166007905139,0.0,0.0,-0.0015408320493066256,-0.005037783375314861,0.0,-0.001072961373390558
TCGA-28-6450,-0.183187946074544,-0.028472821397756688,-0.036656891495601175,-0.11587147030185005,-0.17712691771269176,-0.023715415019762844,-0.04067321178120617,-0.12343297974927676,-0.18181818181818182,-0.0218303946263644,-0.03560830860534125,-0.12017167381974249
TCGA-32-1970,-0.0055511498810467885,-0.010353753235547885,0.0,-0.37000973709834467,-0.010460251046025104,-0.013438735177865613,0.0,-0.38958534233365477,-0.0007704160246533128,0.0,0.0,-0.3648068669527897
TCGA-32-1977,-0.16653449643140364,-0.03796376186367558,0.0,-0.0038948393378773127,-0.15341701534170155,-0.045059288537549404,0.0,-0.003857280617164899,-0.17411402157164868,-0.018471872376154493,0.0,0.0
TCGA-32-1979,-0.0055511498810467885,-0.005176876617773943,0.0,-0.0019474196689386564,-0.05160390516039052,-0.013438735177865613,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-32-1980,-0.006344171292624901,-0.005176876617773943,0.0,-0.0019474196689386564,-0.00906555090655509,-0.006324110671936759,-0.002805049088359046,-0.0019286403085824494,0.0,0.0,0.0,-0.001072961373390558
TCGA-32-1982,-0.016653449643140365,-0.0008628127696289905,0.0,0.0,-0.012552301255230125,-0.0007905138339920949,0.0,0.0,0.0,-0.0008396305625524769,0.0,0.0
TCGA-32-1986,-0.011102299762093577,-0.2441760138050043,-0.001466275659824047,0.0,-0.0048814504881450485,-0.2276679841897233,-0.001402524544179523,-0.0009643201542912247,0.0,-0.3350125944584383,0.0,0.0
TCGA-32-1991,-0.0626486915146709,-0.008628127696289905,0.0,-0.0019474196689386564,-0.07322175732217573,-0.011067193675889328,0.0,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-32-2491,-0.019825535289452814,-0.04141501294219154,0.0,-0.9902629016553067,-0.020223152022315203,-0.0047430830039525695,0.0,-0.9864995178399228,0.0,0.0,0.0,-0.9871244635193133
TCGA-32-2494,-0.0055511498810467885,-0.015530629853321829,-0.10557184750733138,-0.004868549172346641,-0.08647140864714087,-0.015810276679841896,-0.1150070126227209,-0.008678881388621022,0.0,0.0,-0.002967359050445104,-0.006437768240343348
TCGA-32-2495,-0.014274385408406027,-0.005176876617773943,-0.001466275659824047,0.0,-0.11227336122733612,-0.1857707509881423,-0.001402524544179523,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-32-2615,-0.0023790642347343376,-0.012942191544434857,0.0,0.0,-0.003486750348675035,-0.020553359683794466,0.0,0.0,0.0,-0.0016792611251049538,0.0,-0.001072961373390558
TCGA-32-2616,-0.023790642347343377,-0.001725625539257981,0.0,0.0,-0.000697350069735007,-0.0015810276679841897,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-32-2632,-0.0031720856463124504,-0.001725625539257981,0.0,-0.005842259006815969,-0.07391910739191074,-0.0031620553359683794,0.0,-0.013500482160077145,0.0,0.0,0.0,0.0
TCGA-32-2634,-0.30927835051546393,-0.003451251078515962,0.0,-0.011684518013631937,-0.3068340306834031,-0.0031620553359683794,0.0,-0.01253616200578592,-0.31587057010785824,0.0,0.0,-0.001072961373390558
TCGA-32-2638,-0.1387787470261697,-0.06729939603106126,0.0,-0.0019474196689386564,-0.13389121338912133,-0.15731225296442689,0.0,-0.0019286403085824494,-0.05161787365177196,-0.07724601175482787,0.0,0.0
TCGA-32-4208,-0.0943695479777954,-0.02070750647109577,0.0,-0.9483933787731256,-0.08298465829846582,-0.016600790513833993,0.0,-0.944069431051109,-0.0724191063174114,0.0,0.0,-0.9420600858369099
TCGA-32-4210,-0.014274385408406027,-0.006902502157031924,-1.0,-0.991236611489776,-0.027196652719665274,-0.007905138339920948,-1.0,-0.9836065573770492,-0.011556240369799691,0.0,-1.0,-1.0
TCGA-32-4211,-0.007137192704203013,-0.009490940465918895,0.0,-0.0029211295034079843,-0.005578800557880056,-0.005533596837944664,0.0,-0.009643201542912247,0.0,0.0,0.0,-0.001072961373390558
TCGA-32-4213,-0.014274385408406027,0.0,-0.250733137829912,-0.007789678675754625,-0.07391910739191074,-0.0007905138339920949,-0.4600280504908836,-0.013500482160077145,0.0,0.0,0.0,0.0
TCGA-32-4719,-0.1625693893735131,-0.006902502157031924,0.0,-0.01557935735150925,-0.17642956764295675,-0.005533596837944664,0.0,0.0,-0.08166409861325115,0.0,0.0,-0.001072961373390558
TCGA-32-5222,-0.07375099127676447,-0.004314063848144953,0.0,-0.0029211295034079843,-0.0697350069735007,-0.005533596837944664,0.0,-0.0028929604628736743,-0.07087827426810478,0.0,0.0,0.0
TCGA-41-2571,-0.013481363996827915,0.0,-0.013196480938416423,-0.0029211295034079843,-0.0020920502092050207,0.0,0.0,-0.0028929604628736743,0.0,0.0,0.0,-0.001072961373390558
TCGA-41-2572,-0.12371134020618557,-0.07420189818809318,0.0,-0.0009737098344693282,-0.17224546722454673,-0.10118577075098814,0.0,-0.0009643201542912247,-0.028505392912172575,-0.06801007556675064,0.0,-0.001072961373390558
TCGA-41-2573,-0.010309278350515464,-0.004314063848144953,0.0,0.0,-0.00906555090655509,-0.005533596837944664,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-41-2575,-0.17763679619349723,-0.009490940465918895,-0.008797653958944282,-1.0,-0.1806136680613668,-0.008695652173913044,-0.016830294530154277,-0.7849566055930569,-0.1517719568567026,-0.0025188916876574307,0.0,-0.6845493562231759
TCGA-41-3392,-0.025376685170499604,-0.007765314926660914,0.0,-0.013631937682570594,-0.030683403068340307,-0.003952569169960474,0.0,-0.01446480231436837,0.0,0.0,0.0,-0.001072961373390558
TCGA-41-3393,-0.0380650277557494,-0.0025884383088869713,-0.008797653958944282,0.0,-0.038354253835425386,-0.0031620553359683794,-0.012622720897615708,0.0,-0.03466872110939907,0.0,0.0,0.0
TCGA-41-3915,-0.013481363996827915,-0.004314063848144953,0.0,-0.007789678675754625,-0.08228730822873083,-0.006324110671936759,0.0,-0.01253616200578592,0.0,0.0,0.0,0.0
TCGA-41-4097,-0.9460745440126883,-0.010353753235547885,0.0,-0.009737098344693282,-0.9707112970711297,-0.2007905138339921,-0.012622720897615708,-0.009643201542912247,-0.7149460708782742,-0.0008396305625524769,0.0,-0.001072961373390558
TCGA-41-5651,-0.3140364789849326,-0.0025884383088869713,0.0,-0.7127555988315482,-0.2824267782426778,-0.0023715415019762848,0.0,-0.6914175506268081,-0.35208012326656396,0.0,0.0,-0.6813304721030042
TCGA-41-6646,-0.025376685170499604,-0.015530629853321829,0.0,-0.0038948393378773127,-0.03695955369595537,-0.018972332015810278,0.0,-0.0057859209257473485,-0.016178736517719568,0.0,0.0,0.0
TCGA-4W-AA9R,-0.00951625693893735,-0.0025884383088869713,-0.004398826979472141,-0.0029211295034079843,-0.0801952580195258,-0.1075098814229249,-0.004207573632538569,-0.0028929604628736743,0.0,0.0,0.0,0.0
TCGA-4W-AA9S,-0.0055511498810467885,-0.02070750647109577,0.0,0.0,-0.05718270571827057,-0.016600790513833993,0.0,0.0,-0.04314329738058552,-0.0025188916876574307,0.0,0.0
TCGA-4W-AA9T,-0.03013481363996828,-0.027610008628127698,0.0,-0.006815968841285297,-0.03905160390516039,-0.01818181818181818,0.0,-0.013500482160077145,-0.003852080123266564,0.0,0.0,-0.001072961373390558
TCGA-74-6573,-0.006344171292624901,-0.001725625539257981,0.0,-0.0029211295034079843,-0.011157601115760111,-0.0031620553359683794,0.0,-0.0028929604628736743,0.0,0.0,0.0,-0.001072961373390558
TCGA-74-6575,-0.9936558287073751,-1.0,-0.002932551319648094,-0.010710808179162609,-0.9937238493723849,-0.8711462450592885,-0.002805049088359046,-0.01639344262295082,-0.9953775038520801,-1.0,0.0,-0.001072961373390558
TCGA-74-6577,-0.004758128469468675,-0.32269197584124243,0.0,0.0,-0.009762900976290097,-0.33992094861660077,0.0,0.0,0.0,-0.33669185558354325,0.0,0.0
TCGA-74-6578,-0.003965107057890563,-0.005176876617773943,0.0,-0.0019474196689386564,-0.014644351464435146,-0.011067193675889328,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-74-6581,-0.07930214115781126,-0.009490940465918895,0.0,0.0,-0.07740585774058577,-0.016600790513833993,0.0,0.0,-0.07087827426810478,0.0,0.0,0.0
TCGA-74-6584,-0.004758128469468675,-0.003451251078515962,-0.18914956011730205,0.0,-0.00697350069735007,-0.003952569169960474,-0.24544179523141654,0.0,0.0,0.0,-0.20919881305637983,0.0
TCGA-76-4925,-0.011102299762093577,-0.0060396893874029335,0.0,-0.9746835443037974,-0.009762900976290097,-0.0047430830039525695,0.0,-0.9710703953712633,0.0,-0.0109151973131822,-0.002967359050445104,-0.9688841201716738
TCGA-76-4926,-0.014274385408406027,-0.005176876617773943,0.0,-0.09250243427458617,-0.016736401673640166,-0.0047430830039525695,0.0,-0.07714561234329798,0.0,0.0,0.0,0.0
TCGA-76-4928,-0.0626486915146709,-0.004314063848144953,0.0,0.0,-0.06694560669456066,-0.003952569169960474,0.0,0.0,-0.053158705701078585,0.0,0.0,-0.001072961373390558
TCGA-76-4929,-0.008723235527359239,-0.0060396893874029335,-1.0,-1.0,-0.07531380753138076,-0.0047430830039525695,-1.0,-1.0,0.0,0.0,-1.0,-1.0
TCGA-76-4931,-0.38620142743854086,-0.010353753235547885,-0.6041055718475073,-0.8860759493670886,-0.303347280334728,-0.011857707509881422,-0.8835904628330996,-0.9363548698167792,-0.29275808936825887,-0.008396305625524769,-1.0,-0.9967811158798283
TCGA-76-4934,-0.0015860428231562252,-0.006902502157031924,0.0,-0.0009737098344693282,-0.001394700139470014,-0.0047430830039525695,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-76-4935,-0.011895321173671689,-0.013805004314063849,0.0,-0.0019474196689386564,-0.02789400278940028,-0.006324110671936759,0.0,-0.0019286403085824494,-0.0007704160246533128,0.0,0.0,0.0
TCGA-76-6191,-0.19666931007137192,0.0,0.0,-0.007789678675754625,-0.19525801952580196,0.0,0.0,-0.008678881388621022,-0.2049306625577812,0.0,0.0,0.0
TCGA-76-6192,-0.006344171292624901,-0.003451251078515962,0.0,-0.0019474196689386564,-0.009762900976290097,-0.0031620553359683794,-0.001402524544179523,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-76-6193,-0.006344171292624901,-0.32786885245901637,-0.002932551319648094,-0.7088607594936709,-0.010460251046025104,-0.3438735177865613,-0.002805049088359046,-0.8881388621022179,0.0,-0.34676742233417296,0.0,-0.8798283261802575
TCGA-76-6280,-0.0031720856463124504,-0.04227782571182054,-0.002932551319648094,-0.006815968841285297,-0.09065550906555091,-0.05059288537549407,-0.002805049088359046,-0.013500482160077145,0.0,-0.008396305625524769,0.0,0.0
TCGA-76-6282,-0.0031720856463124504,-0.0008628127696289905,-0.002932551319648094,0.0,-0.07670850767085077,-0.0007905138339920949,-0.002805049088359046,0.0,-0.0015408320493066256,0.0,0.0,-0.001072961373390558
TCGA-76-6283,-0.0055511498810467885,-0.0060396893874029335,0.0,-0.0019474196689386564,-0.002789400278940028,-0.005533596837944664,0.0,-0.0019286403085824494,-0.009244992295839754,0.0,0.0,0.0
TCGA-76-6285,-0.1506740681998414,-0.008628127696289905,-0.001466275659824047,-0.7799415774099319,-0.1401673640167364,-0.008695652173913044,-0.001402524544179523,-0.7608486017357763,-0.12018489984591679,-0.005037783375314861,0.0,-0.7532188841201717
TCGA-76-6286,-0.05154639175257732,-0.021570319240724764,0.0,0.0,-0.05578800557880056,-0.020553359683794466,0.0,-0.0019286403085824494,-0.039291217257318954,-0.05037783375314862,0.0,0.0
TCGA-76-6656,-0.014274385408406027,-0.02070750647109577,0.0,-0.0019474196689386564,-0.013249651324965132,-0.014229249011857707,0.0,-0.0019286403085824494,-0.013097072419106317,0.0,0.0,-0.001072961373390558
TCGA-76-6657,-0.04282315622521808,-0.006902502157031924,0.0,0.0,-0.040446304044630406,-0.0071146245059288534,0.0,0.0,-0.0362095531587057,0.0,0.0,0.0
TCGA-76-6660,-0.9873116574147502,-0.9879206212251941,0.0,0.0,-0.99860529986053,-0.9897233201581027,0.0,0.0,-0.9992295839753467,-0.9974811083123426,0.0,-0.001072961373390558
TCGA-76-6661,-0.22521808088818399,-0.003451251078515962,0.0,0.0,-0.23430962343096234,-0.0031620553359683794,0.0,0.0,-0.23651771956856701,-0.0033585222502099076,0.0,0.0
TCGA-76-6662,-0.012688342585249802,-0.008628127696289905,-0.06158357771260997,-1.0,-0.07670850767085077,-0.006324110671936759,-0.012622720897615708,-0.9845708775313404,0.0,0.0,0.0,-0.5536480686695279
TCGA-76-6663,-0.007137192704203013,-0.01898188093183779,0.0,0.0,-0.07322175732217573,-0.007905138339920948,0.0,0.0,0.0,-0.0016792611251049538,0.0,0.0
TCGA-76-6664,-0.13402061855670103,-0.011216566005176877,-0.002932551319648094,-0.4488802336903603,-0.1304044630404463,-0.0047430830039525695,-0.002805049088359046,-0.4734811957569913,-0.12557781201849,0.0,0.0,-0.463519313304721
TCGA-81-5910,-0.3338620142743854,0.0,-0.002932551319648094,0.0,-0.33403068340306835,0.0,-0.015427769985974754,0.0,-0.3359013867488444,0.0,0.0,0.0
TCGA-81-5911,-0.008723235527359239,-0.0025884383088869713,0.0,-0.007789678675754625,-0.03347280334728033,-0.003952569169960474,0.0,-0.008678881388621022,0.0,0.0,0.0,0.0
TCGA-87-5896,-0.25693893735130846,-0.006902502157031924,0.0,-0.48588120740019475,-0.24686192468619247,-0.0047430830039525695,0.0,-0.4416586306653809,-0.2542372881355932,0.0,0.0,-0.4259656652360515
TCGA-CS-4938,-0.008723235527359239,-0.001725625539257981,0.0,0.0,-0.017433751743375175,-0.0015810276679841897,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-CS-4941,-0.003965107057890563,-0.006902502157031924,0.0,-0.004868549172346641,-0.0020920502092050207,-0.006324110671936759,0.0,-0.0048216007714561235,-0.0015408320493066256,0.0,0.0,0.0
TCGA-CS-4942,-0.0031720856463124504,-0.006902502157031924,0.0,-0.5170399221032133,-0.0020920502092050207,-0.0071146245059288534,0.0,-0.5429122468659595,0.0,0.0,0.0,-0.5311158798283262
TCGA-CS-4943,-0.0007930214115781126,-0.059534081104400345,-0.008797653958944282,-1.0,-0.026499302649930265,-0.05533596837944664,0.0,-0.8717454194792671,0.0,-0.05709487825356843,0.0,-0.9581545064377682
TCGA-CS-4944,-0.1942902458366376,-0.023295944779982744,0.0,-0.6747809152872444,-0.2099023709902371,-0.006324110671936759,0.0,-0.6518804243008679,-0.18489984591679506,-0.060453400503778336,0.0,-0.6394849785407726
TCGA-CS-5390,-1.0,-0.024158757549611734,0.0,-1.0,-1.0,-0.021343873517786563,0.0,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-CS-5393,-0.004758128469468675,-0.007765314926660914,0.0,-0.013631937682570594,-0.002789400278940028,-0.0071146245059288534,0.0,-0.01446480231436837,0.0,-0.0008396305625524769,0.0,0.0
TCGA-CS-5394,-0.9563838223632039,-0.0025884383088869713,0.0,-0.9513145082765336,-0.9435146443514645,-0.0023715415019762848,0.0,-0.9469623915139826,-0.9637904468412943,0.0,0.0,-0.9409871244635193
TCGA-CS-5395,-0.2640761300555115,-0.24158757549611734,0.0,-0.0038948393378773127,-0.3172942817294282,-0.23794466403162054,0.0,-0.003857280617164899,0.0,-0.24769101595298068,0.0,0.0
TCGA-CS-5396,-0.9841395717684377,-0.021570319240724764,0.0,-1.0,-0.9804741980474198,-0.0047430830039525695,0.0,-1.0,-0.9930662557781201,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-CS-5397,0.0,-0.004314063848144953,0.0,0.0,-0.009762900976290097,-0.003952569169960474,0.0,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-CS-6186,-0.13322759714512292,-0.004314063848144953,0.0,-0.0019474196689386564,-0.13179916317991633,-0.0047430830039525695,0.0,-0.007714561234329798,-0.1263482280431433,0.0,0.0,0.0
TCGA-CS-6188,-0.0626486915146709,-0.011216566005176877,-0.001466275659824047,-0.0009737098344693282,-0.04602510460251046,-0.006324110671936759,-0.001402524544179523,-0.010607521697203472,-0.03697996918335902,0.0,0.0,0.0
TCGA-CS-6290,0.0,-0.003451251078515962,0.0,-0.22784810126582278,-0.015341701534170154,-0.0023715415019762848,0.0,-0.19382835101253615,0.0,0.0,0.0,-0.19206008583690987
TCGA-CS-6665,-0.007137192704203013,0.0,0.0,-0.034079844206426485,-0.007670850767085077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-CS-6666,-0.010309278350515464,-0.003451251078515962,0.0,-0.2891918208373905,-0.013249651324965132,-0.011857707509881422,0.0,-0.26711668273866923,0.0,0.0,0.0,-0.2575107296137339
TCGA-CS-6667,-0.0031720856463124504,-0.006902502157031924,0.0,-0.0009737098344693282,-0.007670850767085077,-0.006324110671936759,0.0,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-CS-6668,-0.9888977002379065,-0.022433132010353754,0.0,-1.0,-0.9853556485355649,-0.0031620553359683794,-0.002805049088359046,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-CS-6670,-1.0,-0.023295944779982744,0.0,-1.0,-1.0,-0.0023715415019762848,-0.012622720897615708,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-5270,-0.0015860428231562252,-0.008628127696289905,0.0,-0.5618305744888024,-0.003486750348675035,-0.009486166007905139,0.0,-0.532304725168756,0.0,0.0,0.0,-0.5150214592274678
TCGA-DB-5273,-0.0023790642347343376,-0.001725625539257981,0.0,-0.3622200584225901,-0.007670850767085077,-0.0015810276679841897,-0.012622720897615708,-0.33365477338476374,0.0,0.0,0.0,-0.3272532188841202
TCGA-DB-5274,-0.9944488501189532,-0.014667817083692839,0.0,-1.0,-0.9965132496513249,-0.017391304347826087,0.0,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-5275,-0.35051546391752575,-0.003451251078515962,0.0,-0.7526777020447907,-0.3528591352859135,-0.0031620553359683794,0.0,-0.7328833172613307,-0.3559322033898305,-0.0008396305625524769,0.0,-0.723175965665236
TCGA-DB-5276,0.0,-0.0025884383088869713,0.0,-0.0009737098344693282,-0.002789400278940028,-0.010276679841897233,0.0,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-DB-5277,0.0,-0.029335634167385678,-0.7199413489736071,-0.9834469328140214,0.0,-0.03715415019762846,-0.7208976157082749,-0.9816779170684667,0.0,-0.023509655751469353,-0.7136498516320475,-0.9860515021459227
TCGA-DB-5278,-0.9920697858842189,-0.01639344262295082,0.0,-0.9990262901655307,-0.9888423988842399,-0.003952569169960474,0.0,-0.9990356798457087,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-5279,-0.9984139571768438,-0.01898188093183779,0.0,-1.0,-0.99581589958159,-0.0023715415019762848,0.0,-1.0,-0.9984591679506933,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-5280,-0.0007930214115781126,-0.0060396893874029335,0.0,-0.0029211295034079843,-0.002789400278940028,-0.0071146245059288534,0.0,-0.0028929604628736743,0.0,0.0,0.0,-0.001072961373390558
TCGA-DB-5281,-0.3790642347343378,-0.005176876617773943,0.0,0.0,-0.38284518828451886,-0.003952569169960474,0.0,0.0,-0.35130970724191063,0.0,0.0,0.0
TCGA-DB-A4X9,-0.07216494845360824,-0.0008628127696289905,0.0,-0.0019474196689386564,-0.056485355648535567,-0.0007905138339920949,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-DB-A4XA,-0.9904837430610627,-0.06298533218291631,-0.011730205278592375,-1.0,-0.9853556485355649,-0.09644268774703557,-0.015427769985974754,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A4XB,-0.013481363996827915,-0.001725625539257981,0.0,-0.7400194741966893,-0.011157601115760111,-0.0015810276679841897,0.0,-0.7203471552555448,0.0,0.0,0.0,-0.7092274678111588
TCGA-DB-A4XC,-0.0007930214115781126,-0.003451251078515962,0.0,0.0,-0.022315202231520222,-0.0031620553359683794,0.0,0.0,-0.02157164869029276,0.0,0.0,0.0
TCGA-DB-A4XD,-0.022997620935765267,-0.8515962036238136,0.0,-0.0029211295034079843,-0.02301255230125523,-0.7557312252964427,-0.001402524544179523,-0.0028929604628736743,0.0,0.0,0.0,0.0
TCGA-DB-A4XE,-0.00951625693893735,-0.008628127696289905,0.0,-0.0029211295034079843,-0.07391910739191074,-0.005533596837944664,0.0,-0.0028929604628736743,0.0,0.0,0.0,0.0
TCGA-DB-A4XF,-0.011895321173671689,-0.003451251078515962,-0.26392961876832843,-0.0029211295034079843,-0.08507670850767085,-0.0031620553359683794,-0.3267882187938289,-0.0028929604628736743,0.0,0.0,0.0,-0.001072961373390558
TCGA-DB-A4XG,-0.9984139571768438,-0.030198446937014668,0.0,-1.0,-1.0,-0.015019762845849802,0.0,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A4XH,-0.9992069785884219,-0.026747195858498704,0.0,-1.0,-0.99860529986053,-0.011067193675889328,0.0,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-1.0
TCGA-DB-A64L,-0.992862807295797,-0.01725625539257981,0.0,-1.0,-0.9895397489539749,-0.0023715415019762848,0.0,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64O,-0.0943695479777954,-0.026747195858498704,0.0,0.0,-0.11645746164574616,-0.02608695652173913,0.0,0.0,-0.1517719568567026,0.0,0.0,-0.001072961373390558
TCGA-DB-A64P,-0.9992069785884219,-0.003451251078515962,0.0,-1.0,-0.999302649930265,-0.003952569169960474,0.0,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64Q,-1.0,-0.01984469370146678,0.0,-1.0,-0.99721059972106,-0.0023715415019762848,-0.001402524544179523,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64R,-1.0,-0.01984469370146678,-0.001466275659824047,-1.0,-1.0,-0.0007905138339920949,-0.001402524544179523,-1.0,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64S,-0.007137192704203013,-0.003451251078515962,0.0,-0.0019474196689386564,-0.003486750348675035,-0.0782608695652174,0.0,-0.0019286403085824494,0.0,0.0,0.0,0.0
TCGA-DB-A64U,-0.9984139571768438,-0.023295944779982744,0.0,-1.0,-0.99860529986053,-0.006324110671936759,0.0,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64V,-0.9920697858842189,-0.001725625539257981,0.0,-0.997078870496592,-0.9741980474198048,-0.0015810276679841897,0.0,-0.9971070395371263,-0.99768875192604,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64W,-0.992862807295797,-0.03364969801553063,0.0,-1.0,-1.0,-0.010276679841897233,0.0,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A64X,-0.007930214115781126,-0.003451251078515962,0.0,-0.0009737098344693282,-0.010460251046025104,-0.0031620553359683794,0.0,-0.0009643201542912247,0.0,0.0,0.0,0.0
TCGA-DB-A75K,-0.9984139571768438,-0.03278688524590164,-0.001466275659824047,-1.0,-1.0,-0.013438735177865613,-0.001402524544179523,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A75L,-0.011102299762093577,0.0,0.0,-0.9892891918208374,-0.000697350069735007,0.0,0.0,-0.9893924783027965,0.0,0.0,-0.002967359050445104,-0.9989270386266095
TCGA-DB-A75M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001072961373390558
TCGA-DB-A75O,-0.0031720856463124504,-0.001725625539257981,0.0,0.0,-0.000697350069735007,-0.0015810276679841897,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-DH-5141,-0.9888977002379065,-0.01984469370146678,-0.008797653958944282,-1.0,-0.9853556485355649,-0.0031620553359683794,-0.012622720897615708,-1.0,-1.0,-0.060453400503778336,-0.002967359050445104,-0.9989270386266095
TCGA-DH-5142,-0.007137192704203013,-0.004314063848144953,0.0,-0.8977604673807206,-0.005578800557880056,-0.0015810276679841897,0.0,-0.8881388621022179,0.0,0.0,0.0,-0.8798283261802575
