,10p,10q,11p,11q,12p,12q,13q,14q,15q,16p,16q,17p,17q,18p,18q,19p,19q,1p,1q,20p,20q,21q,22q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q
TCGA-HT-7478,0.0,0.0,-0.7876712328767124,0.0,0.0,-0.9880478087649402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22857142857142856,0.0,-0.39072847682119205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,-0.5805168986083499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026954177897574125,0.0,-0.06280193236714976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7480,0.0,-0.0017123287671232876,0.0,0.0,0.0,-0.0013280212483399733,0.0,0.0,-0.9983416252072969,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.06032719836400818,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,-0.001763668430335097,-0.9953703703703703,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.99644128113879,-0.998139534883721,-0.05930470347648262,-0.005649717514124294,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-7482,0.0,0.0,-0.0045662100456621,-0.0023923444976076554,0.0,0.0,-0.9940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,-0.5268389662027833,-0.005291005291005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7483,0.0,-0.24486301369863014,0.0,0.0,0.0,0.0,-0.378698224852071,0.0,0.0,0.0,0.0,0.0,-0.006038647342995169,0.0,0.0,0.0,-0.20640569395017794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027833001988071572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7485,0.0,-0.2602739726027397,-0.0045662100456621,0.0,0.0,0.0,-0.005917159763313609,0.0,-0.11276948590381426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15132924335378323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7601,0.0,0.0,-0.8881278538812786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6880189798339265,0.0,0.0,0.0,-0.13513513513513514,0.0,0.0,0.0,-0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-7602,0.0,0.0,-0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7603,0.0,0.0,-0.593607305936073,-0.0035885167464114833,0.0,0.0,0.0,-0.2573189522342065,-0.01824212271973466,-0.002232142857142857,0.0,0.0,0.0,0.0,-0.03398058252427184,0.0,0.0,0.0,0.0,0.0,0.0,-0.5495049504950495,0.0,0.0,0.0,0.0,-0.43738977072310403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7604,0.0,-0.0017123287671232876,0.0,-0.0011961722488038277,0.0,-0.18326693227091634,-0.7337278106508875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057947019867549666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06525573192239859,0.0,0.0,0.0,0.0,-0.04020100502512563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7605,0.0,0.0,-0.0045662100456621,-0.0023923444976076554,0.0,0.0,-0.9940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.06032719836400818,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7606,0.0,-0.5941780821917808,0.0,-0.0023923444976076554,0.0,-0.0013280212483399733,-0.9940828402366864,-0.588597842835131,-0.9983416252072969,0.0,0.0,0.0,0.0,0.0,-0.7621359223300971,-0.2251655629139073,-0.9513641755634639,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.18717948717948718,-0.8290258449304175,-0.001763668430335097,0.0,-0.0019342359767891683,0.0,0.0,0.0,-0.9976689976689976,0.0,0.0,0.0,0.0,-1.0,-0.024013722126929673
TCGA-HT-7607,0.0,0.0,-0.7100456621004566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014285714285714285,0.0,-0.006622516556291391,-0.9988137603795967,-0.9953488372093023,0.0,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.003976143141153081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7609,0.0,0.0,0.0,-0.014354066985645933,0.0,-0.0013280212483399733,-0.0029585798816568047,0.0,-0.9983416252072969,0.0,0.0,0.0,0.0,-0.8285714285714286,-0.21844660194174756,0.0,-0.16251482799525505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004629629629629629,0.0,-0.006711409395973154,-0.17959183673469387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7610,0.0,0.0,-0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7224199288256228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24154589371980675,0.0,0.0
TCGA-HT-7611,0.0,0.0,-0.00684931506849315,-0.0011961722488038277,0.0,-0.3798140770252324,-0.650887573964497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5010706638115632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,-0.0024154589371980675,0.0,0.0
TCGA-HT-7616,0.0,0.0,0.0,-0.0011961722488038277,0.0,-0.0013280212483399733,-0.6420118343195266,-0.9984591679506933,-0.9983416252072969,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,-0.191025641025641,-0.0019880715705765406,0.0,-0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032310177705977385,-0.0038461538461538464,0.0,0.0,0.0
TCGA-HT-7620,-0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9798339264531435,-0.9953488372093023,0.0,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022617124394184167,0.0,0.0,0.0,-0.0017152658662092624
TCGA-HT-7676,0.0,0.0,-0.593607305936073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7677,0.0,-0.0017123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,-0.0010224948875255625,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,-0.001763668430335097,-0.9953703703703703,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-7680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020920502092050207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7681,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7684,0.0,-0.003424657534246575,0.0,-0.0011961722488038277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7686,0.0,0.0,-0.9726027397260274,-0.06339712918660287,0.0,-0.9880478087649402,0.0,-0.0015408320493066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6081370449678801,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.003976143141153081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,-1.0,-0.9965694682675815
TCGA-HT-7688,0.0,-0.24315068493150685,0.0,-0.0035885167464114833,0.0,-0.9880478087649402,-0.7366863905325444,-0.6224961479198767,-0.001658374792703151,0.0,0.0,0.0,-0.2922705314009662,-0.7571428571428571,-1.0,-1.0,-0.9655990510083037,0.0,-0.0010224948875255625,0.0,0.0,0.0,-1.0,0.0,0.0,-0.0019880715705765406,-0.12345679012345678,-0.041666666666666664,-1.0,-0.9932885906040269,-0.0027210884353741495,0.0,-0.9836829836829837,0.0,-0.004846526655896607,-0.9961538461538462,-0.0821256038647343,-0.43577981651376146,0.0
TCGA-HT-7689,0.0,-0.0017123287671232876,0.0,-0.0023923444976076554,0.0,0.0,-0.9467455621301775,-0.7473035439137135,0.0,-0.171875,0.0,-0.9824561403508771,-0.9202898550724637,0.0,0.0,0.0,-0.7046263345195729,0.0,-0.0010224948875255625,0.0,0.0,-1.0,0.0,0.0,0.0,-0.003976143141153081,0.0,-0.004629629629629629,0.0,-0.2214765100671141,0.0,0.0,-0.9836829836829837,0.0,0.0,0.0,-0.0024154589371980675,-1.0,-0.9965694682675815
TCGA-HT-7690,0.0,-0.3732876712328767,-0.3607305936073059,-0.0035885167464114833,-0.2857142857142857,-0.9734395750332006,-0.6863905325443787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,-1.0,-0.26569037656903766,-0.3217948717948718,-0.9960238568588469,-0.005291005291005291,-0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032310177705977385,0.0,0.0,0.0,-0.0017152658662092624
TCGA-HT-7691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045871559633027525,0.0
TCGA-HT-7692,0.0,-0.0017123287671232876,0.0,-0.0035885167464114833,0.0,0.0,-1.0,-0.0015408320493066256,0.0,0.0,-0.0026954177897574125,0.0,0.0,-1.0,-1.0,-0.0033112582781456954,-1.0,-0.998139534883721,-0.06134969325153374,0.0,-0.002702702702702703,0.0,0.0,-1.0,-0.9987179487179487,-0.003976143141153081,-0.001763668430335097,-1.0,-1.0,0.0,0.0,-1.0,-0.9976689976689976,0.0,-0.004846526655896607,0.0,0.0,-1.0,-0.9965694682675815
TCGA-HT-7693,0.0,-0.25,-0.9954337899543378,0.0,-0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009302325581395349,0.0,-0.7909604519774012,0.0,0.0,0.0,0.0,-0.6346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7694,0.0,0.0,0.0,-0.0023923444976076554,0.0,0.0,-0.3698224852071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9798339264531435,-0.998139534883721,-0.06032719836400818,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7695,0.0,0.0,-0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,0.0,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002331002331002331,0.0,0.0,-0.011538461538461539,0.0,0.0,0.0
TCGA-HT-7855,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029585798816568047,-0.0015408320493066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,-0.06976744186046512,0.0,0.0,0.0,0.0,0.0,-0.9937238493723849,-0.25769230769230766,-0.0019880715705765406,0.0,-0.004629629629629629,0.0,0.0,0.0,-1.0,-0.9976689976689976,0.0,0.0,0.0,0.0,-0.42201834862385323,0.0
TCGA-HT-7856,0.0,-0.0017123287671232876,-0.0045662100456621,-0.004784688995215311,0.0,-0.0013280212483399733,-0.9053254437869822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,-0.002044989775051125,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,-0.001763668430335097,0.0,-0.9323017408123792,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-7857,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,0.0,-0.9970414201183432,0.0,0.0,-0.002232142857142857,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.9988137603795967,-0.9990697674418605,-0.9989775051124744,0.0,-0.002702702702702703,-1.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,-1.0,-0.6228239845261122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7064220183486238,-0.024013722126929673
TCGA-HT-7858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2588597842835131,0.0,0.0,0.0,0.0,0.0,-0.9857142857142858,-0.03398058252427184,0.0,0.0,0.0,0.0,0.0,0.0,-0.1485148514851485,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7860,-1.0,-0.9982876712328768,0.0,-0.0011961722488038277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12930232558139534,-0.0010224948875255625,0.0,-0.002702702702702703,0.0,-1.0,0.0,-0.026923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06422018348623854,-0.0017152658662092624
TCGA-HT-7873,0.0,-0.5907534246575342,-0.8424657534246576,-0.017942583732057416,0.0,0.0,-0.33727810650887574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05339805825242718,-0.5894039735099338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11715481171548117,0.0,0.0,0.0,0.0,0.0,-0.5033557046979866,0.0,-0.03685092127303183,0.0,-0.019736842105263157,-0.017770597738287562,0.0,0.0,0.0,0.0
TCGA-HT-7874,-0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7875,0.0,0.0,-0.00228310502283105,0.0,0.0,0.0,0.0,0.0,-0.21890547263681592,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,0.0,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7877,0.0,0.0,0.0,-0.0011961722488038277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,0.0,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7879,0.0,-0.24143835616438356,-0.00228310502283105,-0.0011961722488038277,-0.26480836236933797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5100671140939598,-0.9170068027210885,0.0,0.0,0.0,-0.0016155088852988692,0.0,-0.25120772946859904,0.0,0.0
TCGA-HT-7880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.003976143141153081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-7882,-1.0,-0.9982876712328768,-0.16666666666666666,-0.15669856459330145,0.0,0.0,-0.40236686390532544,0.0,0.0,0.0,0.0,-0.049707602339181284,0.0,0.0,0.0,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-HT-7884,0.0,0.0,0.0,-0.0011961722488038277,0.0,-0.9880478087649402,0.0,0.0,0.0,0.0,-0.0026954177897574125,0.0,0.0,-0.014285714285714285,0.0,0.0,-0.0011862396204033216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,-1.0,-1.0,-0.5795644891122278,-0.627039627039627,0.0,-0.004846526655896607,0.0,0.0,0.0,0.0
TCGA-HT-7902,0.0,-0.0958904109589041,-0.9908675799086758,-0.0023923444976076554,-0.05574912891986063,-0.9960159362549801,-0.9970414201183432,-0.9984591679506933,-0.003316749585406302,-0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.004629629629629629,0.0,-0.006711409395973154,-0.6884353741496598,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.04288164665523156
TCGA-HT-8010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9679715302491103,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024154589371980675,0.0,0.0
TCGA-HT-8011,-1.0,-0.9982876712328768,0.0,0.0,-0.003484320557491289,0.0,0.0,0.0,-0.31840796019900497,0.0,-0.3584905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25688073394495414,-0.0017152658662092624
TCGA-HT-8012,0.0,0.0,0.0,0.0,0.0,-0.0013280212483399733,0.0,0.0,-0.9983416252072969,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.998139534883721,-0.05930470347648262,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-8013,0.0,0.0,-1.0,-0.24760765550239233,0.0,0.0,-0.0029585798816568047,-0.0015408320493066256,0.0,-0.11160714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14743589743589744,0.0,0.0,-0.004629629629629629,0.0,0.0,0.0,0.0,-0.002331002331002331,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-8015,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-8018,0.0,0.0,-1.0,-0.9952153110047847,0.0,-0.9946879150066401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7319727891156462,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-8019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-8104,-1.0,-0.9982876712328768,-0.1095890410958904,0.0,0.0,0.0,0.0,0.0,-0.36981757877280264,0.0,0.0,0.0,0.0,0.0,-0.1941747572815534,0.0,0.0,-0.010232558139534883,-0.21574642126789367,-0.3389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.024013722126929673
TCGA-HT-8105,0.0,-0.0017123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,-0.0010224948875255625,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,-0.001763668430335097,-0.9953703703703703,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-8106,0.0,0.0,0.0,-0.0035885167464114833,-1.0,-0.9960159362549801,-0.9940828402366864,0.0,0.0,-0.004464285714285714,-0.0026954177897574125,-1.0,-0.998792270531401,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
TCGA-HT-8107,0.0,0.0,-0.00228310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-HT-8108,0.0,-0.6301369863013698,0.0,-0.028708133971291867,-0.8989547038327527,-0.9960159362549801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03347280334728033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32634032634032634,0.0,0.0,-0.0038461538461538464,0.0,-0.5321100917431193,0.0
TCGA-HT-8109,0.0,-0.0017123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-0.9988137603795967,-0.9953488372093023,-0.08793456032719836,0.0,-0.002702702702702703,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,0.0,0.0
