,10p,10q,11p,11q,12p,12q,13q,14q,15q,16p,16q,17p,17q,18p,18q,19p,19q,1p,1q,20p,20q,21q,22q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q
TCGA-02-0325,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,-0.006640106241699867,-0.9940828402366864,-1.0,0.0,0.0,0.0,-0.6783625730994152,0.0,0.0,0.0,0.0,-0.7330960854092526,0.0,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,-0.0038684719535783366,0.0,0.0,-1.0,-0.9976689976689976,0.0,0.0,0.0,0.0,-0.23853211009174313,-0.010291595197255575
TCGA-02-0326,-0.12269938650306748,-0.0017123287671232876,0.0,0.0,0.0,-0.0013280212483399733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009302325581395349,0.0,0.0,-0.07297297297297298,0.0,-1.0,0.0,0.0,-0.003976143141153081,0.0,0.0,0.0,0.0,-0.0013605442176870747,0.0,-0.002331002331002331,0.0,0.0,0.0,0.0,-0.17889908256880735,0.0
TCGA-02-0330,-1.0,-0.9982876712328768,0.0,-0.0011961722488038277,0.0,0.0,-0.7366863905325444,-1.0,-0.003316749585406302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,0.0,-0.0010224948875255625,0.0,0.0,-0.0049504950495049506,0.0,0.0,0.0,-0.9980119284294234,-0.7936507936507936,-0.004629629629629629,0.0,0.0,0.0,0.0,-0.9883449883449883,0.0,-0.0032310177705977385,0.0,0.0,-1.0,-1.0
TCGA-02-0332,-1.0,-0.9982876712328768,-1.0,-0.9952153110047847,0.0,-0.0013280212483399733,0.0,-0.9984591679506933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00408997955010225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-02-0333,-1.0,-0.9982876712328768,0.0,-0.0011961722488038277,0.0,0.0,-0.04437869822485207,0.0,-0.003316749585406302,0.0,0.0,-0.0029239766081871343,0.0,0.0,0.0,-0.0016556291390728477,0.0,-0.2558139534883721,-0.013292433537832311,0.0,-0.002702702702702703,0.0,-1.0,0.0,-0.019230769230769232,0.0,-0.003527336860670194,0.0,-0.007736943907156673,-0.006711409395973154,-0.02857142857142857,-0.0016750418760469012,-0.011655011655011656,0.0,-0.006462035541195477,0.0,0.0,-0.8577981651376146,-0.005145797598627788
TCGA-02-0337,-1.0,-0.9982876712328768,-0.00228310502283105,-0.0035885167464114833,-0.13937282229965156,-0.01195219123505976,-0.03254437869822485,-0.0015408320493066256,0.0,-0.36160714285714285,-0.9973045822102425,0.0,-0.0012077294685990338,0.0,0.0,0.0,0.0,-0.0018604651162790699,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003527336860670194,-0.004629629629629629,0.0,-0.006711409395973154,-0.0013605442176870747,-0.0033500837520938024,-0.002331002331002331,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-02-0338,0.0,-0.0017123287671232876,0.0,-0.0011961722488038277,0.0,-0.00398406374501992,0.0,0.0,0.0,0.0,0.0,-0.2719298245614035,-0.012077294685990338,0.0,-0.0048543689320388345,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.6987179487179487,-0.0019880715705765406,0.0,0.0,-0.005802707930367505,-0.006711409395973154,-0.0013605442176870747,0.0,-0.004662004662004662,-0.003289473684210526,0.0,0.0,-0.0024154589371980675,0.0,0.0
TCGA-02-0339,0.0,0.0,-0.0045662100456621,-1.0,0.0,-0.0013280212483399733,-1.0,0.0,0.0,-0.002232142857142857,0.0,-0.9064327485380117,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,-0.010810810810810811,-1.0,0.0,-0.016736401673640166,0.0,0.0,0.0,-0.004629629629629629,0.0,-0.9932885906040269,-0.0027210884353741495,0.0,0.0,0.0,-0.0032310177705977385,0.0,0.0,-1.0,-0.022298456260720412
TCGA-02-0422,-1.0,-0.9982876712328768,0.0,0.0,0.0,-0.03718459495351926,-0.0029585798816568047,-0.0015408320493066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0071174377224199285,0.0,-0.0081799591002045,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,-0.004629629629629629,0.0,0.0,0.0,-0.005025125628140704,-0.9906759906759907,0.0,0.0,0.0,0.0,-0.5825688073394495,-0.0686106346483705
TCGA-02-0430,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,-0.2958579881656805,-0.0015408320493066256,-0.001658374792703151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,-0.024186046511627906,-0.0010224948875255625,0.0,0.0,0.0,-0.06852248394004283,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,-0.9953379953379954,0.0,0.0,-0.9230769230769231,0.0,-0.24770642201834864,-0.003430531732418525
TCGA-02-0432,0.0,-0.059931506849315065,0.0,0.0,0.0,0.0,-0.0029585798816568047,-0.5654853620955316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9762752075919335,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,-0.01882845188284519,0.0,-0.9980119284294234,-0.001763668430335097,-0.004629629629629629,-0.9323017408123792,0.0,0.0,0.0,-0.9836829836829837,-0.42105263157894735,-0.0016155088852988692,-0.0038461538461538464,0.0,-0.8165137614678899,-0.0017152658662092624
TCGA-02-0440,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,0.0,-0.9940828402366864,-0.29892141756548535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016750418760469012,0.0,0.0,0.0,0.0,0.0,-0.3348623853211009,-0.0017152658662092624
TCGA-02-0446,-1.0,-0.9982876712328768,0.0,-0.0035885167464114833,0.0,0.0,-0.9940828402366864,-0.9984591679506933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011862396204033215,-0.36093023255813955,-0.1768916155419223,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,-0.019880715705765408,-0.001763668430335097,0.0,-0.06769825918762089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29357798165137616,-0.0017152658662092624
TCGA-02-0451,-1.0,-0.9982876712328768,-0.0045662100456621,-0.48086124401913877,0.0,0.0,0.0,-0.19568567026194145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11627906976744186,-0.0010224948875255625,0.0,0.0,-0.23267326732673269,0.0,0.0,0.0,0.0,-0.10405643738977072,0.0,0.0,-0.28187919463087246,-0.0013605442176870747,0.0,0.0,0.0,0.0,-0.007692307692307693,0.0,-0.9862385321100917,-0.025728987993138937
TCGA-02-0456,-1.0,-0.9982876712328768,-1.0,-0.9976076555023924,0.0,-0.0013280212483399733,-0.9940828402366864,-0.9984591679506933,0.0,-0.9955357142857143,-0.9973045822102425,-0.31871345029239767,-0.01570048309178744,0.0,0.0,-1.0,-0.9988137603795967,0.0,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.001763668430335097,0.0,0.0,0.0,0.0,0.0,-0.002331002331002331,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-02-2466,-1.0,-1.0,-1.0,-0.5801435406698564,-0.20557491289198607,-0.5883134130146083,-0.1834319526627219,-1.0,-0.2155887230514096,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033112582781456954,-1.0,-0.0009302325581395349,-0.4560327198364008,0.0,0.0,0.0,-1.0,-0.014644351464435146,-0.001282051282051282,-0.003976143141153081,-0.003527336860670194,-0.12962962962962962,-0.46808510638297873,0.0,-0.13333333333333333,0.0,-0.8391608391608392,0.0,-0.004846526655896607,-0.0038461538461538464,-0.004830917874396135,-0.43119266055045874,-0.8644939965694682
TCGA-02-2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6351575456053068,0.0,-0.7169811320754716,0.0,0.0,-0.9857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013605442176870747,0.0,0.0,0.0,0.0,0.0,0.0,-0.1926605504587156,-0.9965694682675815
TCGA-02-2483,-0.9202453987730062,-0.976027397260274,-0.5593607305936074,-0.0011961722488038277,0.0,0.0,-0.7337278106508875,-0.588597842835131,-0.43781094527363185,0.0,-0.0026954177897574125,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,-0.5813953488372093,-0.003067484662576687,-0.07909604519774012,0.0,0.0,-1.0,0.0,0.0,-0.0019880715705765406,-0.001763668430335097,-1.0,-1.0,-1.0,-1.0,-0.01675041876046901,-0.9743589743589743,0.0,-0.0032310177705977385,0.0,0.0,-0.3302752293577982,-0.0017152658662092624
TCGA-02-2485,-1.0,-1.0,0.0,0.0,0.0,-0.0026560424966799467,0.0,0.0,-0.001658374792703151,-0.2544642857142857,0.0,0.0,0.0,0.0,0.0,-0.0016556291390728477,0.0,-0.0018604651162790699,-0.06850715746421268,0.0,0.0,0.0,0.0,0.0,-0.002564102564102564,-0.0019880715705765406,-0.001763668430335097,-0.9953703703703703,-0.9748549323017408,0.0,0.0,0.0,0.0,0.0,-0.004846526655896607,0.0,0.0,0.0,-0.0017152658662092624
TCGA-02-2486,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,-0.3050847457627119,-0.001658374792703151,-0.9955357142857143,-0.9973045822102425,0.0,-0.0012077294685990338,0.0,0.0,0.0,0.0,-0.020465116279069766,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,0.0,-0.9363817097415507,-0.001763668430335097,0.0,-0.0038684719535783366,0.0,0.0,0.0,0.0,0.0,0.0,-0.9961538461538462,-0.1859903381642512,-0.26605504587155965,-0.003430531732418525
TCGA-06-0119,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,0.0,-0.4311774461028192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.22984562607204118
TCGA-06-0121,-1.0,-0.9982876712328768,-0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-06-0122,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,-0.003484320557491289,0.0,-0.9940828402366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07441860465116279,-0.002044989775051125,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,-0.0019880715705765406,0.0,-0.004629629629629629,0.0,-0.10738255033557047,0.0,0.0,-0.43356643356643354,0.0,0.0,-0.019230769230769232,-0.0024154589371980675,-1.0,-0.024013722126929673
TCGA-06-0124,-1.0,-0.9982876712328768,0.0,-0.0011961722488038277,0.0,-0.0013280212483399733,-0.3047337278106509,0.0,-0.9983416252072969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053953488372093024,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011655011655011656,0.0,0.0,0.0,0.0,-0.6100917431192661,-0.0017152658662092624
TCGA-06-0125,-0.44171779141104295,-0.9982876712328768,-0.0045662100456621,0.0,0.0,0.0,-0.10946745562130178,-0.03389830508474576,-0.004975124378109453,0.0,0.0,0.0,-0.09903381642512077,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,-0.0049504950495049506,0.0,0.0,0.0,-0.005964214711729622,0.0,0.0,0.0,0.0,0.0,0.0,-0.006993006993006993,0.0,0.0,0.0,0.0,-0.1559633027522936,0.0
TCGA-06-0126,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08837209302325581,-0.2310838445807771,0.0,0.0,-0.1188118811881188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43119266055045874,-0.0017152658662092624
TCGA-06-0127,-0.5153374233128835,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,-0.0015408320493066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06976744186046512,-0.011247443762781187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005442176870748299,0.0,0.0,0.0,0.0,-0.20384615384615384,0.0,-0.6834862385321101,-0.022298456260720412
TCGA-06-0128,-0.9447852760736196,-0.9982876712328768,-1.0,-0.24162679425837322,0.0,-0.0013280212483399733,-0.9940828402366864,-0.9984591679506933,-0.9983416252072969,0.0,-0.0026954177897574125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,-0.9960238568588469,-0.9947089947089947,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.0016155088852988692,0.0,0.0,-1.0,-1.0
TCGA-06-0129,0.0,-0.8698630136986302,-0.5844748858447488,-0.0011961722488038277,-0.2682926829268293,-0.350597609561753,-0.0029585798816568047,-0.6841294298921418,-0.9983416252072969,0.0,0.0,0.0,0.0,-1.0,-0.9368932038834952,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,-0.9785867237687366,0.0,0.0,0.0,-0.001763668430335097,0.0,-0.33268858800773693,0.0,0.0,-0.6080402010050251,0.0,0.0,-0.008077544426494346,0.0,0.0,-0.05504587155963303,-0.1457975986277873
TCGA-06-0130,-1.0,-0.9982876712328768,0.0,-0.5382775119617225,0.0,-0.0013280212483399733,-0.9940828402366864,-1.0,0.0,-0.002232142857142857,0.0,-1.0,-0.998792270531401,0.0,0.0,0.0,-0.0011862396204033216,-0.0018604651162790699,-0.002044989775051125,0.0,0.0,0.0,-0.01284796573875803,0.0,0.0,-0.18886679920477137,0.0,0.0,-0.0019342359767891683,0.0,0.0,-1.0,-0.9976689976689976,0.0,0.0,0.0,-0.012077294685990338,0.0,-0.003430531732418525
TCGA-06-0132,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9955357142857143,-0.9973045822102425,0.0,-0.0012077294685990338,0.0,0.0,0.0,-0.5551601423487544,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9982847341337907
TCGA-06-0133,-0.9877300613496932,-0.9863013698630136,0.0,0.0,-0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010232558139534883,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.04230769230769231,0.0,0.0,0.0,-0.02321083172147002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27522935779816515,-0.0017152658662092624
TCGA-06-0137,-1.0,-0.9982876712328768,0.0,0.0,0.0,-0.0013280212483399733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017793594306049824,-0.06790697674418604,-0.0010224948875255625,0.0,0.0,0.0,0.0,-0.100418410041841,0.0,0.0,-0.18342151675485008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3073394495412844,-0.0017152658662092624
TCGA-06-0138,-1.0,-1.0,0.0,-0.0023923444976076554,0.0,-0.043824701195219126,-1.0,-1.0,-0.001658374792703151,0.0,0.0,0.0,-0.008454106280193236,0.0,-0.0048543689320388345,0.0,-0.0011862396204033216,0.0,-0.003067484662576687,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019880715705765406,-0.005291005291005291,-1.0,-0.9922630560928434,-0.006711409395973154,0.0,-1.0,-0.9976689976689976,0.0,-0.004846526655896607,0.0,0.0,0.0,-0.0017152658662092624
TCGA-06-0139,-0.7791411042944786,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,0.0,-0.6597633136094675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43577981651376146,-0.0017152658662092624
TCGA-06-0140,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,-0.00796812749003984,-0.985207100591716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048543689320388345,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,-1.0,-0.2824267782426778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-06-0141,-1.0,-0.9982876712328768,0.0,-0.0011961722488038277,0.0,-0.0013280212483399733,0.0,-1.0,-0.5986733001658375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,0.0,-0.0010224948875255625,0.0,0.0,0.0,-1.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9976689976689976,0.0,0.0,0.0,0.0,-1.0,-0.9982847341337907
TCGA-06-0142,0.0,0.0,-0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003976143141153081,0.0,0.0,0.0,0.0,0.0,0.0,-0.3962703962703963,0.0,0.0,0.0,0.0,-0.22018348623853212,0.0
TCGA-06-0143,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,-0.21597633136094674,-0.9984591679506933,0.0,-0.11160714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001763668430335097,0.0,0.0,0.0,-0.0013605442176870747,0.0,0.0,0.0,0.0,0.0,0.0,-0.24770642201834864,-0.0017152658662092624
TCGA-06-0145,-1.0,-0.9982876712328768,0.0,0.0,0.0,-0.029216467463479414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00408997955010225,0.0,0.0,0.0,-0.6788008565310493,0.0,-0.001282051282051282,-0.0019880715705765406,-0.08289241622574955,0.0,-0.009671179883945842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6146788990825688,-0.0017152658662092624
TCGA-06-0146,0.0,-0.7157534246575342,-0.593607305936073,-0.03708133971291866,0.0,-0.9880478087649402,-0.28994082840236685,-0.9984591679506933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045871559633027525,0.0
TCGA-06-0147,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,-1.0,-0.9960159362549801,-0.9940828402366864,0.0,0.0,-0.002232142857142857,0.0,-1.0,-0.998792270531401,0.0,0.0,0.0,0.0,0.0,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,-0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-06-0148,0.0,-0.7037671232876712,-0.00228310502283105,-0.0023923444976076554,0.0,-0.05046480743691899,-0.23668639053254437,-0.02773497688751926,-0.03316749585406302,-0.27232142857142855,0.0,0.0,0.0,-0.4142857142857143,0.0,0.0,0.0,-0.12930232558139534,-0.06032719836400818,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,-0.18687872763419483,0.0,0.0,0.0,-0.26174496644295303,0.0,-0.04690117252931323,0.0,0.0,0.0,-0.03076923076923077,0.0,-0.4036697247706422,0.0
TCGA-06-0149,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,-1.0,-0.9960159362549801,-0.9940828402366864,0.0,-0.13598673300165837,-0.002232142857142857,0.0,-1.0,-0.998792270531401,0.0,0.0,0.0,-0.3914590747330961,0.0,-0.013292433537832311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006711409395973154,0.0,0.0,0.0,0.0,0.0,-0.18846153846153846,0.0,0.0,-0.0017152658662092624
TCGA-06-0150,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,-0.0015408320493066256,0.0,-0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,-0.5297029702970297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016317016317016316,0.0,0.0,0.0,0.0,-1.0,-0.09777015437392796
TCGA-06-0151,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,-0.001282051282051282,0.0,0.0,0.0,0.0,-0.040268456375838924,0.0,0.0,0.0,0.0,0.0,0.0,-0.007246376811594203,-0.12844036697247707,-0.0017152658662092624
TCGA-06-0152,-1.0,-1.0,0.0,-0.0035885167464114833,0.0,-0.0703851261620186,-0.9970414201183432,0.0,0.0,-0.002232142857142857,0.0,-1.0,-0.9758454106280193,0.0,0.0,0.0,-0.3534994068801898,0.0,-0.06748466257668712,0.0,0.0,0.0,-0.8137044967880086,-1.0,-0.9987179487179487,-0.9960238568588469,-0.9964726631393298,-1.0,-1.0,0.0,0.0,0.0,-0.002331002331002331,-0.10197368421052631,-0.004846526655896607,0.0,0.0,0.0,-0.003430531732418525
TCGA-06-0154,-0.9202453987730062,-0.9931506849315068,-0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07766990291262135,0.0,-0.0011862396204033216,0.0,-0.0010224948875255625,0.0,0.0,0.0,-0.07494646680942184,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,-0.5151515151515151,0.0,0.0,0.0,0.0,-1.0,-0.024013722126929673
TCGA-06-0155,-1.0,-0.9982876712328768,0.0,0.0,0.0,0.0,0.0,-0.12172573189522343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0979020979020979,0.0,0.0,-0.0038461538461538464,0.0,-0.23853211009174313,-0.0017152658662092624
TCGA-06-0157,-1.0,-0.9948630136986302,0.0,0.0,0.0,-0.0026560424966799467,-0.33727810650887574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15728476821192053,0.0,0.0,-0.0010224948875255625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
TCGA-06-0158,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,0.0,-0.9970414201183432,0.0,0.0,-0.11160714285714286,-0.0026954177897574125,0.0,0.0,0.0,0.0,0.0,0.0,-0.027906976744186046,-0.002044989775051125,0.0,0.0,-0.14356435643564355,-0.6081370449678801,0.0,0.0,0.0,-0.3932980599647266,-0.004629629629629629,0.0,0.0,-0.031292517006802724,0.0,0.0,0.0,0.0,0.0,0.0,-0.7293577981651376,-0.024013722126929673
TCGA-06-0159,-1.0,-0.9982876712328768,-1.0,-0.9976076555023924,-1.0,-0.9933598937583001,-0.9940828402366864,0.0,-0.001658374792703151,-0.002232142857142857,0.0,-1.0,-0.998792270531401,0.0,0.0,0.0,0.0,-0.0009302325581395349,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.02292768959435626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9961538461538462,-1.0,0.0,-0.0634648370497427
TCGA-06-0160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005649717514124294,0.0,0.0,0.0,0.0,0.0,-0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024154589371980675,0.0,0.0
TCGA-06-0162,-1.0,-0.9982876712328768,-0.0091324200913242,-0.0035885167464114833,0.0,-0.38114209827357237,-0.9970414201183432,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011862396204033216,-0.1813953488372093,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,-0.00641025641025641,-0.0019880715705765406,0.0,0.0,0.0,-0.006711409395973154,0.0,-1.0,-0.9976689976689976,-0.33881578947368424,-0.05977382875605816,0.0,0.0,-1.0,-0.9982847341337907
TCGA-06-0164,-1.0,-0.9948630136986302,0.0,-0.0023923444976076554,0.0,0.0,-0.9940828402366864,0.0,0.0,-0.9955357142857143,-0.9973045822102425,0.0,-0.5555555555555556,0.0,0.0,0.0,0.0,-0.38883720930232557,-0.002044989775051125,0.0,0.0,0.0,-1.0,0.0,-0.01282051282051282,0.0,-0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19082125603864733,-1.0,-0.024013722126929673
TCGA-06-0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07708779443254818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-06-0166,-1.0,-1.0,-1.0,-0.9976076555023924,0.0,-0.0013280212483399733,-0.9970414201183432,-1.0,-0.0978441127694859,0.0,0.0,0.0,-0.27657004830917875,0.0,0.0,0.0,-0.0011862396204033216,-0.1813953488372093,-0.003067484662576687,0.0,0.0,0.0,-1.0,0.0,0.0,-0.02186878727634195,-0.007054673721340388,-0.9583333333333334,-0.9323017408123792,0.0,0.0,-1.0,-0.9976689976689976,0.0,-0.004846526655896607,0.0,0.0,-1.0,-0.07032590051457976
TCGA-06-0168,-1.0,-0.9982876712328768,0.0,-0.0023923444976076554,0.0,0.0,-0.6331360946745562,0.0,0.0,-0.9955357142857143,-0.9973045822102425,0.0,-0.0012077294685990338,0.0,0.0,0.0,0.0,-0.3972093023255814,-0.0010224948875255625,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.001763668430335097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017152658662092624
